#{"t_start": 1776030447.755268, "env_id": "None"}
r,l,t
0.0,500,2740.222136
0.0,500,2768.375532
0.0,500,2802.271678
0.0,500,2841.509177
0.0,500,2876.115847
0.0,500,2903.146923
0.0,500,2940.824527
0.0,500,2966.279405
0.0,500,2990.104462
0.0,500,3014.982732
0.0,500,3046.572966
0.0,500,3072.836205
0.0,500,3103.608376
0.0,500,3150.071397
0.0,500,3188.846258
0.0,500,3214.48936
0.0,500,3239.073883
0.0,500,3270.266015
0.0,500,3292.301971
0.0,500,3317.431113
0.0,500,3339.753296
0.0,500,3371.254754
0.0,500,3400.104709
0.0,500,3425.107273
0.0,500,3452.274499
0.0,500,3477.681957
0.0,500,3516.775434
0.0,500,3539.09288
0.0,500,3580.538471
0.0,500,3603.429561
0.0,500,3642.091961
0.0,500,3679.854277
0.0,500,3704.781265
0.0,500,3727.824354
0.0,500,3755.303918
0.0,500,3774.710713
0.0,500,3813.307767
0.0,500,3842.302975
0.0,500,3860.113012
0.0,500,3889.311088
0.0,500,3915.534972
0.0,500,3962.390984
0.0,500,3998.146754
0.0,500,4028.943523
0.0,500,4059.402083
0.0,500,4085.830567
0.0,500,4113.731175
0.0,500,4140.406688
0.0,500,4166.007399
0.0,500,4185.129535
0.0,500,4207.715516
0.0,500,4244.254841
0.0,500,4267.599258
0.0,500,4302.594641
0.0,500,4339.756887
0.0,500,4366.948622
0.0,500,4391.622181
0.0,500,4410.235594
0.0,500,4438.459556
0.0,500,4460.725012
0.0,500,4485.0969
0.0,500,4525.290187
0.0,500,4552.675582
0.0,500,4580.133128
0.0,500,4605.396024
0.0,500,4630.598639
0.0,500,4661.211923
0.0,500,4682.686664
0.0,500,4704.450015
0.0,500,4724.031623
0.0,500,4755.259707
0.0,500,4776.890214
0.0,500,4811.378372
0.0,500,4840.205714
0.0,500,4870.12171
0.0,500,4893.637924
0.0,500,4927.420521
0.0,500,4950.168938
0.0,500,4972.42046
0.0,500,4997.571225
0.0,500,5016.261788
0.0,500,5042.464524
0.0,500,5066.07675
0.0,500,5093.705195
0.0,500,5121.799295
0.0,500,5143.219885
0.0,500,5164.885822
0.0,500,5188.978282
0.0,500,5207.624348
0.0,500,5233.838075
0.0,500,5262.146871
0.0,500,5286.214856
0.0,500,5311.612278
0.0,500,5333.713046
0.0,500,5354.196401
0.0,500,5381.855247
0.0,500,5405.036444
0.0,500,5424.275734
0.0,500,5451.145077
0.0,500,5471.262491
0.0,500,5492.191305
0.0,500,5539.130342
0.0,500,5563.748514
0.0,500,5602.207471
0.0,500,5620.797224
0.0,500,5645.633167
0.0,500,5680.567636
0.0,500,5701.445695
0.0,500,5722.782596
0.0,500,5756.812104
0.0,500,5792.018541
0.0,500,5810.753536
0.0,500,5836.371734
0.0,500,5862.659011
0.0,500,5887.22311
0.0,500,5909.121549
0.0,500,5934.973929
0.0,500,5967.032705
0.0,500,5992.703227
0.0,500,6016.387285
0.0,500,6035.759533
0.0,500,6057.364491
0.0,500,6080.268586
0.0,500,6108.230476
0.0,500,6129.956617
0.0,500,6155.449571
0.0,500,6211.288173
0.0,500,6234.293634
0.0,500,6258.616228
0.0,500,6289.738083
0.0,500,6311.515681
0.0,500,6354.780329
0.0,500,6381.766983
0.0,500,6404.956079
0.0,500,6428.789856
0.0,500,6448.679509
0.0,500,6474.282691
0.0,500,6497.29284
0.0,500,6516.779145
0.0,500,6549.632588
0.0,500,6586.863123
0.0,500,6632.513439
0.0,500,6661.843924
0.0,500,6682.455165
0.0,500,6706.613445
0.0,500,6728.305455
0.0,500,6758.448043
0.0,500,6780.571867
0.0,500,6803.600365
0.0,500,6824.43209
0.0,500,6847.171627
0.0,500,6881.575892
0.0,500,6902.592987
0.0,500,6929.45558
0.0,500,6961.397146
0.0,500,6982.553302
0.0,500,7003.477613
0.0,500,7034.611136
0.0,500,7054.754628
0.0,500,7085.199561
0.0,500,7105.731516
0.0,500,7132.532665
0.0,500,7151.285525
0.0,500,7173.869698
0.0,500,7196.015243
0.0,500,7221.913898
0.0,500,7248.32061
0.0,500,7269.119117
0.0,500,7289.816367
0.0,500,7316.93715
0.0,500,7344.405711
0.0,500,7365.16047
0.0,500,7389.240789
0.0,500,7410.414999
0.0,500,7431.454101
0.0,500,7472.754195
0.0,500,7496.910437
0.0,500,7521.993873
0.0,500,7540.565808
0.0,500,7562.317368
0.0,500,7583.320902
0.0,500,7612.695407
0.0,500,7631.13227
0.0,500,7658.172721
0.0,500,7679.45487
0.0,500,7711.649898
0.0,500,7746.988761
0.0,500,7766.081922
0.0,500,7787.682916
0.0,500,7808.525124
0.0,500,7826.863245
0.0,500,7852.163595
0.0,500,7884.831684
0.0,500,7910.922673
0.0,500,7936.467729
0.0,500,7955.130472
0.0,500,7976.366158
0.0,500,8003.043898
0.0,500,8021.310687
0.0,500,8050.330709
0.0,500,8071.67106
0.0,500,8107.67033
0.0,500,8132.655844
0.0,500,8158.853065
0.0,500,8177.107207
0.0,500,8198.817235
0.0,500,8226.583867
0.0,500,8245.84346
0.0,500,8268.441176
0.0,500,8293.383243
0.0,500,8311.953341
0.0,500,8334.145069
0.0,500,8362.515199
0.0,500,8397.644616
0.0,500,8432.590424
0.0,500,8457.5455
0.0,500,8481.514938
0.0,500,8509.93673
0.0,500,8533.868769
0.0,500,8566.790817
0.0,500,8611.924942
0.0,500,8631.053349
0.0,500,8654.000681
0.0,500,8676.074131
0.0,500,8707.056576
0.0,500,8733.919904
0.0,500,8752.696114
0.0,500,8773.954779
0.0,500,8804.984974
0.0,500,8824.128982
0.0,500,8849.453792
0.0,500,8876.840833
0.0,500,8898.381503
0.0,500,8928.917051
0.0,500,8947.753755
0.0,500,8990.97763
0.0,500,9011.190583
0.0,500,9031.805489
0.0,500,9053.223915
0.0,500,9072.694766
0.0,500,9093.853513
0.0,500,9117.851359
0.0,500,9140.021799
0.0,500,9160.498824
0.0,500,9199.63991
0.0,500,9222.545318
0.0,500,9241.807761
0.0,500,9284.94673
0.0,500,9314.213055
0.0,500,9335.09964
0.0,500,9371.499515
0.0,500,9399.689385
0.0,500,9426.089125
0.0,500,9447.024154
0.0,500,9490.872564
0.0,500,9518.377846
0.0,500,9541.114475
0.0,500,9560.88548
0.0,500,9585.730756
0.0,500,9613.279907
0.0,500,9636.117295
0.0,500,9656.234165
0.0,500,9680.296092
0.0,500,9709.821097
0.0,500,9746.401375
0.0,500,9771.299404
0.0,500,9804.588967
0.0,500,9825.47776
0.0,500,9856.189099
0.0,500,9882.376511
0.0,500,9906.177892
0.0,500,9940.138194
0.0,500,9965.42939
0.0,500,10024.694132
0.0,500,10043.694616
0.0,500,10075.23244
0.0,500,10096.488818
0.0,500,10124.577355
0.0,500,10152.00596
0.0,500,10173.469845
0.0,500,10198.141879
0.0,500,10223.258368
0.0,500,10250.216544
0.0,500,10271.856297
0.0,500,10302.742538
0.0,500,10327.793232
0.0,500,10362.180717
0.0,500,10383.55318
0.0,500,10404.922861
0.0,500,10424.522784
0.0,500,10472.176867
0.0,500,10504.362821
0.0,500,10536.832042
0.0,500,10557.529934
0.0,500,10600.718465
0.0,500,10630.5171
0.0,500,10654.049946
0.0,500,10679.075143
0.0,500,10700.86798
0.0,500,10726.276263
0.0,500,10758.169928
0.0,500,10782.152952
0.0,500,10821.389419
0.0,500,10856.538784
0.0,500,10879.758215
0.0,500,10901.38551
0.0,500,10923.765679
0.0,500,10944.721654
0.0,500,10979.291628
0.0,500,11002.947717
