timestep,ep_rew_mean,ep_len_mean,success_rate,grasp_success_rate,place_success_rate,first_grasp_step_mean,grasp_transitions_mean,max_height_mean,n_episodes
1474560,-173.31086152000003,700.0,0.0,0.99,0.0,58.21,11.26,0.08226448707655813,100
1482752,-176.10653855000004,700.0,0.0,0.99,0.0,59.32,11.63,0.08234248046466322,100
1490944,-177.60324437,700.0,0.0,1.0,0.0,59.2,11.33,0.08261589531355285,100
1499136,-180.59349982,700.0,0.0,0.99,0.0,56.37,11.26,0.08142152233811645,100
1507328,-179.0434461,700.0,0.0,0.99,0.0,54.57,11.71,0.08178806420997241,100
1515520,-179.21668333000002,700.0,0.0,0.99,0.0,51.11,11.5,0.07991512002180036,100
1523712,-170.97117491,700.0,0.0,0.99,0.0,51.43,11.58,0.07829752292599629,100
1531904,-169.26096522999995,700.0,0.0,0.98,0.0,53.51,11.51,0.07877720790000976,100
1540096,-167.75123961999998,700.0,0.0,0.98,0.0,45.41,12.14,0.07898934439180788,100
1548288,-164.10375450999996,700.0,0.0,0.98,0.0,44.56,12.88,0.08016804277485218,100
1556480,-160.8007399,700.0,0.0,0.98,0.0,41.21,12.59,0.0806524864648581,100
1564672,-159.27707593000002,700.0,0.0,0.98,0.0,41.57,12.53,0.08031732584000481,100
1572864,-159.80300333999998,700.0,0.0,0.98,0.0,43.91,12.61,0.0806182935356403,100
1581056,-157.62989154,700.0,0.0,0.98,0.0,45.13,12.84,0.08057692000763263,100
1589248,-161.64346093999998,700.0,0.0,0.98,0.0,43.79,12.42,0.08058234292509171,100
1597440,-162.29956588000002,700.0,0.0,0.99,0.0,43.63,12.85,0.08171696211650105,100
1605632,-154.73748089999998,700.0,0.0,0.99,0.0,40.54,13.68,0.08069671759445374,100
1613824,-153.15962799999997,700.0,0.0,0.99,0.0,41.2,14.03,0.08013480514913464,100
1622016,-158.94368553,700.0,0.0,0.97,0.0,39.65,14.28,0.07959678140623053,100
1630208,-156.97518027999996,700.0,0.0,0.97,0.0,39.08,13.95,0.08132848821746858,100
1638400,-157.73511925,700.0,0.0,0.97,0.0,38.35,14.3,0.08153269450955483,100
1646592,-154.09729374,700.0,0.0,0.96,0.0,38.92,14.09,0.08101106178671913,100
