#{"t_start": 1776052159.8479438, "env_id": "None"}
r,l,t
0.0,500,2171.973874
0.0,500,2194.602769
0.0,500,2225.376237
0.0,500,2247.382873
0.0,500,2280.376055
0.0,500,2301.426591
0.0,500,2347.842873
0.0,500,2372.124204
0.0,500,2395.766572
0.0,500,2418.633532
0.0,500,2463.077599
0.0,500,2487.983957
0.0,500,2510.300538
0.0,500,2541.280682
0.0,500,2568.731654
0.0,500,2593.479187
0.0,500,2621.776686
0.0,500,2656.373442
0.0,500,2690.567437
0.0,500,2727.805501
0.0,500,2761.663937
0.0,500,2784.202236
0.0,500,2808.773615
0.0,500,2830.692296
0.0,500,2855.429726
0.0,500,2875.877017
0.0,500,2901.148682
0.0,500,2937.037953
0.0,500,2958.161736
0.0,500,2986.782602
0.0,500,3005.942397
0.0,500,3027.571791
0.0,500,3049.369025
0.0,500,3069.230104
0.0,500,3097.314772
0.0,500,3119.056836
0.0,500,3151.359105
0.0,500,3181.694911
0.0,500,3206.682338
0.0,500,3264.432213
0.0,500,3289.64334
0.0,500,3316.232968
0.0,500,3334.439684
0.0,500,3355.126968
0.0,500,3378.130419
0.0,500,3411.920992
0.0,500,3437.744279
0.0,500,3459.803883
0.0,500,3487.160259
0.0,500,3512.519922
0.0,500,3542.598104
0.0,500,3569.50684
0.0,500,3594.423948
0.0,500,3623.954158
0.0,500,3644.925669
0.0,500,3680.09577
0.0,500,3697.463264
0.0,500,3719.372938
0.0,500,3740.669187
0.0,500,3774.708667
0.0,500,3806.173903
0.0,500,3831.275144
0.0,500,3860.49583
0.0,500,3881.953937
0.0,500,3905.221575
0.0,500,3928.058993
0.0,500,3965.505805
0.0,500,3989.925284
0.0,500,4013.059604
0.0,500,4041.620014
0.0,500,4070.398563
0.0,500,4089.278127
0.0,500,4119.737878
0.0,500,4141.555658
0.0,500,4164.020073
0.0,500,4206.248276
0.0,500,4227.969435
0.0,500,4256.238422
0.0,500,4279.721985
0.0,500,4314.835041
0.0,500,4349.595008
0.0,500,4385.089986
0.0,500,4405.892029
0.0,500,4423.88966
0.0,500,4450.292767
0.0,500,4478.58947
0.0,500,4508.043279
0.0,500,4536.676717
0.0,500,4554.978185
0.0,500,4578.98394
0.0,500,4600.305412
0.0,500,4618.530138
0.0,500,4639.916622
0.0,500,4663.210467
0.0,500,4682.995199
0.0,500,4718.406859
0.0,500,4741.978377
0.0,500,4766.227625
0.0,500,4831.200159
0.0,500,4849.750107
0.0,500,4871.575873
0.0,500,4899.644877
0.0,500,4926.657742
0.0,500,4948.583276
0.0,500,4970.365149
0.0,500,4994.147228
0.0,500,5014.751038
0.0,500,5040.265386
0.0,500,5064.824323
0.0,500,5088.870754
0.0,500,5108.186691
0.0,500,5140.758753
0.0,500,5164.007984
0.0,500,5187.338519
0.0,500,5205.368605
0.0,500,5229.056828
0.0,500,5254.561954
0.0,500,5278.430791
0.0,500,5301.655935
0.0,500,5327.220032
0.0,500,5352.721138
0.0,500,5377.570964
0.0,500,5401.747935
0.0,500,5423.145645
0.0,500,5444.916422
0.0,500,5469.19978
0.0,500,5490.008719
0.0,500,5507.529332
0.0,500,5538.356128
0.0,500,5560.963809
0.0,500,5584.117493
0.0,500,5602.118739
0.0,500,5635.423478
0.0,500,5660.329932
0.0,500,5683.012054
0.0,500,5705.839828
0.0,500,5731.689526
0.0,500,5753.366458
0.0,500,5771.602772
0.0,500,5800.33031
0.0,500,5826.572307
0.0,500,5853.976641
0.0,500,5882.748768
0.0,500,5900.560712
0.0,500,5926.201785
0.0,500,5952.225344
0.0,500,5970.110294
0.0,500,5993.748622
0.0,500,6015.119771
0.0,500,6056.821045
0.0,500,6077.886479
0.0,500,6100.242289
0.0,500,6122.206147
0.0,500,6152.069968
0.0,500,6170.24519
0.0,500,6194.448644
0.0,500,6219.431383
0.0,500,6260.291336
0.0,500,6288.294737
0.0,500,6316.376737
0.0,500,6335.117625
0.0,500,6356.738835
0.0,500,6380.193929
0.0,500,6412.216077
0.0,500,6442.706387
0.0,500,6461.95222
0.0,500,6491.968086
0.0,500,6513.278187
0.0,500,6536.283285
0.0,500,6574.778621
0.0,500,6601.100859
0.0,500,6652.32244
0.0,500,6691.314477
0.0,500,6717.558247
0.0,500,6744.460976
0.0,500,6772.172912
0.0,500,6791.158358
0.0,500,6813.673626
0.0,500,6831.371342
0.0,500,6853.504542
0.0,500,6877.828691
0.0,500,6899.393046
0.0,500,6930.507568
0.0,500,6981.835211
0.0,500,7003.64244
0.0,500,7027.217975
0.0,500,7049.216264
0.0,500,7076.418113
0.0,500,7097.309495
0.0,500,7136.673501
0.0,500,7158.883387
0.0,500,7180.048189
0.0,500,7205.55814
0.0,500,7228.675903
0.0,500,7250.068795
0.0,500,7272.149961
0.0,500,7297.177302
0.0,500,7328.164969
0.0,500,7362.037203
0.0,500,7383.020566
0.0,500,7414.85082
0.0,500,7444.648429
0.0,500,7466.69763
0.0,500,7484.401225
0.0,500,7508.871009
0.0,500,7552.809829
0.0,500,7574.741896
0.0,500,7596.293168
0.0,500,7617.373645
0.0,500,7643.131438
0.0,500,7665.096003
0.0,500,7688.916347
0.0,500,7709.984978
0.0,500,7734.316086
0.0,500,7753.186941
0.0,500,7778.113904
0.0,500,7802.824384
0.0,500,7820.884621
0.0,500,7855.566495
0.0,500,7878.805858
0.0,500,7899.480378
0.0,500,7921.718617
0.0,500,7943.39783
0.0,500,7970.554172
0.0,500,8007.48434
0.0,500,8031.133913
0.0,500,8051.526424
0.0,500,8078.66365
0.0,500,8099.782656
0.0,500,8120.296634
0.0,500,8152.083153
0.0,500,8173.726959
0.0,500,8207.455082
0.0,500,8236.230118
0.0,500,8272.201067
0.0,500,8303.565929
0.0,500,8326.482789
0.0,500,8348.756104
0.0,500,8378.977175
0.0,500,8413.169991
0.0,500,8439.257793
0.0,500,8470.389063
0.0,500,8491.417849
0.0,500,8509.268153
0.0,500,8530.96405
0.0,500,8557.551883
0.0,500,8589.290531
0.0,500,8610.336597
0.0,500,8631.92247
0.0,500,8650.11894
0.0,500,8673.44775
0.0,500,8694.855145
0.0,500,8722.152098
0.0,500,8743.973767
0.0,500,8771.658018
0.0,500,8793.027858
0.0,500,8811.582076
0.0,500,8834.388898
0.0,500,8860.890504
0.0,500,8880.163432
0.0,500,8913.194375
0.0,500,8941.263578
0.0,500,8963.211871
0.0,500,8982.629593
0.0,500,9005.256698
0.0,500,9034.777087
0.0,500,9061.020308
0.0,500,9082.114362
0.0,500,9102.971115
0.0,500,9125.071652
0.0,500,9158.620697
0.0,500,9179.282434
0.0,500,9206.142608
0.0,500,9228.856343
0.0,500,9262.793032
0.0,500,9281.531509
0.0,500,9303.749555
0.0,500,9335.96235
0.0,500,9368.13746
0.0,500,9411.994817
0.0,500,9434.689865
0.0,500,9461.112855
0.0,500,9497.798948
0.0,500,9519.603556
0.0,500,9538.810783
0.0,500,9565.304564
0.0,500,9587.115335
0.0,500,9606.275402
0.0,500,9630.160965
0.0,500,9656.552915
0.0,500,9675.366245
0.0,500,9696.182752
0.0,500,9719.525804
0.0,500,9748.483277
0.0,500,9776.643387
0.0,500,9814.377285
0.0,500,9841.128925
0.0,500,9889.339161
0.0,500,9911.76865
