timestep,ep_rew_mean,ep_len_mean,success_rate,contact_success_rate,grasp_success_rate,grasp_lift_success_rate,place_success_rate,first_grasp_step_mean,grasp_transitions_mean,max_height_mean,min_dist_eef_obj_mean,n_episodes
507904,327.95912439,670.53,0.11,0.75,0.75,0.02,0.15,70.99,5.27,0.012152049335914935,0.0357706933139313,100
516096,325.41593966,664.5,0.12,0.7,0.7,0.02,0.16,68.31,4.83,0.013046607378322228,0.03606277457505109,100
524288,314.81830288000003,651.5,0.13,0.69,0.69,0.02,0.16,68.18,4.49,0.012229580886199827,0.035922713203391805,100
532480,322.45048389,642.47,0.15,0.71,0.71,0.02,0.18,69.49,4.6,0.012318983347403539,0.03533174682329452,100
540672,327.27963618999996,644.38,0.14,0.7,0.7,0.03,0.16,66.28,4.86,0.013422050252201218,0.035266820591240436,100
548864,339.99588223,651.56,0.11,0.68,0.68,0.03,0.13,63.58,4.39,0.014326710552720761,0.0350248088497252,100
557056,346.2887494699999,655.59,0.1,0.68,0.68,0.03,0.12,51.73,4.5,0.014405893659796725,0.034787672194596865,100
565248,356.4915411700001,651.96,0.11,0.67,0.67,0.06,0.13,53.83,4.7,0.013970682505526022,0.03482859013847453,100
573440,357.49626161,653.31,0.1,0.69,0.69,0.08,0.12,52.79,4.58,0.014040159558877769,0.03424355229581902,100
581632,361.57129375999995,654.33,0.1,0.73,0.73,0.09,0.12,58.81,5.22,0.01590038819100633,0.033640125427698335,100
589824,374.76394085999993,662.43,0.08,0.75,0.75,0.1,0.12,56.58,5.61,0.01651470438971956,0.03443224839814731,100
598016,374.81186344,662.43,0.09,0.77,0.77,0.11,0.12,57.84,5.97,0.016651070782515247,0.03417950889757669,100
606208,369.88887729999993,657.95,0.1,0.78,0.78,0.13,0.14,59.98,5.75,0.016261015286818437,0.033939389371641225,100
614400,373.10525958,647.79,0.12,0.79,0.79,0.14,0.16,61.98,6.45,0.01625546480913225,0.033683872355768,100
622592,362.00311325999996,642.83,0.13,0.8,0.8,0.16,0.17,65.31,6.78,0.01655671499099371,0.03370096548913451,100
630784,360.25780727,650.84,0.11,0.79,0.79,0.14,0.14,62.93,6.15,0.01760941389460599,0.033638420136969584,100
638976,379.99806459000007,655.98,0.1,0.8,0.8,0.13,0.14,70.92,6.5,0.01845054836818956,0.033607097049111335,100
647168,380.2503013600001,654.91,0.11,0.79,0.79,0.12,0.15,69.28,6.17,0.01579635700370598,0.03386971737526112,100
655360,380.65478828,653.21,0.13,0.78,0.78,0.11,0.17,69.18,6.03,0.016294064802045496,0.032974256639918174,100
663552,387.7842842499999,657.79,0.11,0.73,0.73,0.12,0.15,67.65,5.79,0.016475367877404133,0.03319667655477209,100
671744,392.06068216000006,666.87,0.09,0.72,0.72,0.09,0.13,72.86,5.84,0.015594142625877114,0.033869986771141704,100
679936,391.8393318,677.03,0.07,0.74,0.74,0.09,0.11,75.55,5.09,0.01464822547145799,0.03379505194922539,100
688128,397.50443591999993,679.78,0.07,0.77,0.77,0.06,0.12,81.04,4.83,0.015193298022326369,0.03348118687085543,100
696320,400.06138684000007,679.78,0.07,0.81,0.81,0.06,0.13,87.18,5.06,0.01574798489307536,0.032965428742050856,100
704512,382.7878233,671.84,0.09,0.78,0.78,0.05,0.14,80.11,4.74,0.01485583432634298,0.03344135841111126,100
712704,381.96228361999994,674.25,0.08,0.77,0.77,0.05,0.13,78.01,4.53,0.014927563829314696,0.03327882615146907,100
720896,378.3934133300001,664.62,0.09,0.75,0.75,0.06,0.12,75.46,4.37,0.014674420065792169,0.03324605726531792,100
729088,376.28309980000006,666.2,0.09,0.74,0.74,0.07,0.12,78.44,3.82,0.015486781245583624,0.033356115565796804,100
737280,382.23955408999996,671.57,0.08,0.75,0.75,0.08,0.1,73.06,4.6,0.015553012750994112,0.03282599070336422,100
745472,379.47226129,667.54,0.09,0.75,0.75,0.06,0.14,75.81,4.61,0.015779786015467364,0.032752300333916004,100
753664,379.02850847,665.71,0.1,0.72,0.72,0.08,0.14,77.2,4.57,0.014760758822380678,0.03308571521403242,100
761856,381.37674568,665.71,0.1,0.71,0.71,0.08,0.13,79.08,4.52,0.014178832927617277,0.03308502226388923,100
770048,391.32858044,663.56,0.11,0.71,0.71,0.1,0.14,75.82,4.83,0.014222737312620217,0.033352905278092385,100
778240,397.96489548,663.24,0.11,0.73,0.73,0.12,0.15,69.79,5.26,0.015134126718926666,0.03307101911148849,100
786432,402.68039831000004,666.06,0.1,0.72,0.72,0.11,0.14,70.55,5.24,0.014539993227620562,0.033230057636818786,100
794624,401.50067027999995,665.15,0.11,0.76,0.76,0.1,0.15,73.11,5.92,0.01500234678852351,0.03311835728799586,100
802816,400.17926845999995,660.31,0.12,0.75,0.75,0.1,0.17,79.26,5.5,0.014971354775760885,0.0330709537966906,100
811008,400.5316555400001,664.34,0.11,0.72,0.72,0.11,0.14,72.96,5.51,0.015079276910716364,0.03288847939713728,100
819200,400.01701643,668.38,0.09,0.71,0.71,0.11,0.12,68.75,5.34,0.014267529346408287,0.03323184073252071,100
827392,407.99565493999995,668.38,0.09,0.72,0.72,0.13,0.12,64.59,6.24,0.014691864518047453,0.03299483215898894,100
835584,418.32301146,678.47,0.06,0.73,0.73,0.11,0.1,64.05,6.67,0.014999472269460927,0.03283250029938553,100
843776,412.7762115499999,678.6,0.06,0.71,0.71,0.08,0.09,63.76,6.72,0.013987754765736297,0.03272918036018895,100
851968,411.93826753999997,664.74,0.09,0.75,0.75,0.11,0.12,72.29,6.78,0.014885963172159091,0.032215344010374694,100
860160,411.44123304,670.06,0.07,0.72,0.72,0.1,0.11,68.76,6.48,0.01607823493723462,0.03252138913545533,100
868352,413.79491375000003,682.28,0.04,0.72,0.72,0.09,0.07,69.21,6.25,0.015598308564106059,0.03302359425684048,100
876544,414.17467594999994,675.83,0.06,0.72,0.72,0.09,0.09,68.22,6.24,0.015567955744796138,0.03273206819031696,100
884736,421.66895754000006,672.9,0.07,0.75,0.75,0.09,0.1,70.01,6.76,0.016145286114425245,0.032760624686025384,100
892928,416.15576272999994,672.9,0.07,0.74,0.74,0.08,0.1,69.04,6.38,0.014953272552843386,0.03316730626979502,100
901120,417.38872984999995,670.27,0.08,0.75,0.75,0.1,0.11,77.94,6.33,0.01463462071542066,0.03360607688773951,100
909312,411.92882323000003,661.58,0.1,0.75,0.75,0.1,0.13,78.7,6.21,0.014245063903441183,0.03332803561580653,100
917504,432.57901476000006,679.3,0.06,0.75,0.75,0.1,0.09,79.17,6.39,0.016132768053026866,0.03296264876600221,100
925696,414.90840061999995,672.73,0.08,0.74,0.74,0.1,0.1,79.8,5.97,0.015413325350531047,0.03400182557383838,100
933888,421.9426711,672.73,0.08,0.78,0.78,0.1,0.1,83.61,6.63,0.0147444174358982,0.03361839565100711,100
942080,418.69170892,670.18,0.08,0.81,0.81,0.11,0.1,89.78,6.32,0.01564498266475901,0.033144609705195414,100
950272,412.76150873,663.92,0.1,0.78,0.78,0.09,0.11,85.67,5.95,0.014796518579300075,0.03371901641324459,100
958464,403.2240549299999,653.48,0.12,0.79,0.79,0.08,0.13,98.33,5.27,0.01610775419782757,0.033464879270431167,100
966656,399.50079819,648.99,0.13,0.78,0.78,0.07,0.14,88.61,5.27,0.015655648389648582,0.033375808167979824,100
974848,396.55477791000004,657.68,0.11,0.78,0.78,0.09,0.12,90.22,4.93,0.016925821368721384,0.03337211588412351,100
983040,375.99217595000005,657.68,0.11,0.78,0.78,0.08,0.12,90.47,4.6,0.01596453975668546,0.033568532210112856,100
991232,371.56351995,639.18,0.14,0.75,0.75,0.1,0.15,86.75,4.33,0.01632737707125981,0.03257074523950388,100
999424,375.11156962999996,637.93,0.15,0.73,0.73,0.12,0.17,82.03,4.36,0.017683770748682867,0.032258901345022795,100
1007616,377.85101876999994,636.77,0.15,0.73,0.73,0.14,0.17,76.95,4.48,0.01706751929252578,0.03211209855249308,100
1015808,383.31535949000005,640.09,0.14,0.73,0.73,0.15,0.17,73.74,4.44,0.017871187305615824,0.031537322117301654,100
1024000,394.7851646099999,649.35,0.12,0.73,0.73,0.17,0.16,72.08,4.67,0.023228110407319785,0.031164118057074683,100
1032192,413.90642784999994,656.47,0.1,0.76,0.76,0.2,0.14,84.18,4.6,0.026199896277491034,0.030231644335319423,100
1040384,419.46387907,650.72,0.11,0.78,0.78,0.18,0.18,79.28,4.83,0.02517580377246574,0.03034839012157536,100
1048576,426.69904220999996,651.04,0.11,0.76,0.76,0.21,0.18,68.48,5.12,0.029074702185294447,0.029943621126733412,100
1056768,433.56370498999996,655.57,0.11,0.8,0.8,0.23,0.19,72.73,5.61,0.02903656834884916,0.029825292616257472,100
1064960,429.6023552000001,646.7,0.12,0.8,0.8,0.24,0.19,68.82,5.71,0.029028080140116222,0.029426474303631083,100
1073152,431.7769330500001,652.92,0.11,0.8,0.8,0.23,0.18,74.7,5.78,0.029581863266960964,0.029691881755866963,100
1081344,423.86343271,648.9,0.12,0.82,0.82,0.21,0.19,80.03,6.0,0.023312676023464398,0.030274032663683684,100
1089536,415.35470508000003,638.79,0.14,0.78,0.78,0.21,0.21,69.34,5.47,0.02366348742666796,0.030536167593040037,100
1097728,402.64744374,637.7,0.15,0.77,0.77,0.21,0.2,64.13,5.52,0.02163748852901206,0.03165378697313009,100
1105920,397.4914624799999,632.04,0.16,0.78,0.78,0.21,0.2,65.42,6.22,0.022425139109962845,0.031480277592948164,100
1114112,403.56755322000004,628.05,0.17,0.82,0.82,0.19,0.21,64.08,6.21,0.019108592594384237,0.031071906656916073,100
1122304,410.56794737999996,643.12,0.14,0.81,0.81,0.19,0.18,69.39,6.18,0.01911790319908041,0.030565888697267826,100
1130496,420.17062459999994,645.57,0.14,0.82,0.82,0.19,0.19,76.38,6.58,0.019634790906840886,0.030493070820807502,100
1138688,420.2913781099999,636.94,0.17,0.84,0.84,0.21,0.22,75.98,6.62,0.020810223702852945,0.029560044030235308,100
1146880,442.08447636999995,643.12,0.16,0.86,0.86,0.25,0.21,77.26,7.28,0.021622816551626872,0.028826001485555978,100
1155072,445.6753429,648.89,0.15,0.9,0.9,0.24,0.19,88.26,7.48,0.02272038513115695,0.02760713162350795,100
1163264,441.39804083999996,655.73,0.13,0.91,0.91,0.24,0.17,87.29,7.16,0.0230569093990544,0.026622340943821793,100
1171456,440.43839474,654.21,0.14,0.9,0.9,0.24,0.17,91.96,6.83,0.023569220810868066,0.02654068506037542,100
1179648,452.1416708500001,663.98,0.11,0.88,0.88,0.27,0.13,97.94,6.84,0.023530133014904163,0.026369793192985127,100
1187840,486.95050981,667.97,0.1,0.91,0.91,0.3,0.13,95.82,7.15,0.024657163068230705,0.025755083894736464,100
1196032,476.83429928000004,666.2,0.11,0.88,0.88,0.27,0.14,90.83,6.28,0.023079043987440498,0.02630495784155128,100
1204224,478.28172956000003,669.43,0.1,0.85,0.85,0.25,0.13,89.37,6.53,0.02179894460631309,0.02704604631978382,100
1212416,470.59656157999996,671.71,0.08,0.83,0.83,0.26,0.12,83.59,6.08,0.022174406685326765,0.02664899130775324,100
1220608,467.36394867,666.19,0.09,0.82,0.82,0.26,0.12,76.51,6.15,0.01990105139695529,0.02704111356769431,100
1228800,483.5811898199999,658.16,0.12,0.81,0.81,0.29,0.15,71.91,6.5,0.022046184456059537,0.027348794826173962,100
1236992,503.74341456999997,665.34,0.1,0.83,0.83,0.33,0.13,69.47,6.97,0.02266011421581044,0.02728049584569438,100
1245184,491.07400471,664.21,0.11,0.8,0.8,0.28,0.14,60.72,7.02,0.021500645639880137,0.027986219953591577,100
1253376,460.46363084000006,655.4,0.13,0.81,0.81,0.3,0.16,58.37,7.48,0.021857347892696957,0.027183420598316223,100
1261568,482.15697141,662.42,0.1,0.82,0.82,0.33,0.12,60.03,7.35,0.02295995579838874,0.026588097305603187,100
1269760,478.55637506999994,646.93,0.14,0.86,0.86,0.34,0.16,55.59,7.47,0.023367288306427723,0.02556450098119373,100
1277952,481.97624797,646.52,0.14,0.87,0.87,0.35,0.16,58.19,7.78,0.0232031959456128,0.02473990472039424,100
1286144,494.47148692,645.88,0.14,0.87,0.87,0.37,0.16,66.52,7.7,0.025061254478971638,0.023369115043791192,100
1294336,484.54474761,652.2,0.11,0.83,0.83,0.34,0.13,67.41,7.21,0.023163399249898995,0.02384696529259016,100
1302528,472.9645909900001,652.2,0.11,0.82,0.82,0.3,0.13,70.61,6.55,0.023124615111262913,0.024113393055670274,100
1310720,476.25931449,647.45,0.12,0.82,0.82,0.31,0.14,76.74,6.09,0.023000642990894948,0.023467538036836565,100
1318912,492.90620547,653.3,0.11,0.83,0.83,0.31,0.13,79.96,6.1,0.022922362432098786,0.02297844812234874,100
1327104,488.6343266299999,653.3,0.11,0.83,0.83,0.34,0.13,78.59,6.82,0.02334279736832055,0.022782754281884487,100
1335296,490.62472318999994,666.22,0.08,0.8,0.8,0.35,0.1,77.46,6.65,0.023773817059022866,0.02214517481270143,100
1343488,471.63581952,672.0,0.08,0.79,0.79,0.34,0.1,71.77,6.27,0.0243842729566442,0.022335121509220787,100
1351680,469.03263209,677.48,0.07,0.8,0.8,0.37,0.08,69.47,5.92,0.02651195812793624,0.022669830790764185,100
1359872,474.08874547,678.96,0.07,0.81,0.81,0.38,0.08,64.19,5.91,0.02635985793212845,0.02248349322871306,100
1368064,480.1942935299999,685.01,0.06,0.81,0.81,0.39,0.07,63.4,6.28,0.02468109921574277,0.022352704801479564,100
1376256,473.05580170999997,683.73,0.06,0.82,0.82,0.4,0.08,64.12,6.35,0.024488703476823467,0.021577001793140833,100
1384448,479.35020153000005,685.53,0.05,0.8,0.8,0.41,0.1,55.27,6.91,0.024967853709430717,0.02140868638330632,100
1392640,476.54137910000003,685.53,0.05,0.8,0.8,0.39,0.09,52.18,6.35,0.024066515729930845,0.021351200428285363,100
1400832,468.83804452,685.53,0.05,0.81,0.81,0.39,0.09,57.39,6.26,0.024479572182722502,0.021314580469648455,100
1409024,482.82717799000005,686.01,0.04,0.81,0.81,0.37,0.08,67.04,6.45,0.023115360381531617,0.021617142105440874,100
1417216,493.73950937000006,687.0,0.03,0.82,0.82,0.38,0.07,71.75,6.49,0.022669783480404854,0.020784007435327868,100
1425408,481.92054167000003,689.17,0.04,0.79,0.79,0.35,0.09,67.11,6.71,0.02258302596835951,0.020631269758276706,100
1433600,491.7550506100001,689.17,0.04,0.81,0.81,0.39,0.09,69.3,6.72,0.024375375448867052,0.019531524386780498,100
1441792,492.73078898000006,689.17,0.04,0.79,0.79,0.38,0.08,67.71,6.49,0.02631363574063033,0.01870921816499002,100
1449984,514.23423727,693.95,0.03,0.78,0.78,0.39,0.06,66.17,6.1,0.026536071454106046,0.01857910896006609,100
1458176,509.11399879000004,688.83,0.06,0.78,0.78,0.4,0.08,68.92,5.4,0.027366744773037757,0.018406325570975098,100
1466368,515.74167736,678.18,0.08,0.79,0.79,0.39,0.1,72.31,5.31,0.026769207272254725,0.01860953858380725,100
1474560,521.54599758,678.18,0.08,0.79,0.79,0.4,0.1,70.92,4.99,0.027584253794689234,0.017434274847752534,100
1482752,544.90907246,678.18,0.08,0.82,0.82,0.44,0.1,68.72,5.31,0.026873278438987222,0.017402787071976126,100
1490944,562.84243704,679.97,0.07,0.82,0.82,0.45,0.09,68.99,5.71,0.02606998458386131,0.017275495526130627,100
1499136,559.62329572,668.09,0.09,0.84,0.84,0.44,0.1,73.17,5.52,0.026052354182258913,0.017157274261671268,100
1507328,562.5430619499999,667.33,0.1,0.84,0.84,0.43,0.11,72.18,5.53,0.02591517502203255,0.017765368143010975,100
1515520,573.3815816100001,663.24,0.11,0.87,0.87,0.49,0.11,79.56,5.61,0.02637979035956244,0.0171922654792936,100
1523712,614.3887135200001,671.9,0.07,0.87,0.87,0.51,0.08,78.06,6.17,0.02914674929612422,0.017251490745477816,100
1531904,606.71267964,671.9,0.07,0.86,0.86,0.5,0.11,76.97,6.5,0.02904231466650555,0.016833846073233807,100
1540096,630.6787829500001,677.9,0.06,0.82,0.82,0.5,0.1,79.17,6.15,0.02917729545533556,0.017579051344985427,100
1548288,629.3493289300001,674.45,0.07,0.8,0.8,0.49,0.11,80.81,5.99,0.02959712843585173,0.017532630479774946,100
1556480,642.1160515199999,669.01,0.08,0.82,0.82,0.49,0.13,85.53,5.65,0.03258533520890353,0.017807546472664925,100
