timestep,ep_rew_mean,ep_len_mean,success_rate,min_dist_avg_cm,apple_variance_cm,apple_max_lift_cm,apple_max_drop_cm,z_range_cm,final_apple_z_m,final_gripper_open,open_dist_cm,release_dist_cm,n_episodes
220750,-67.47099429999999,250.0,0.02,13.673129057511687,55.67867159843445,34.35940146446228,33.34052264690399,33.83459448814392,0.9606034755706788,0.7675856816768646,17.101349593852063,27.46896743774414,100
221000,-62.124147570000005,250.0,0.02,13.45931208692491,55.832963079214096,34.297025203704834,33.32880139350891,33.78177285194397,0.9606127142906188,0.7775856816768646,16.85504325530093,27.462846249341965,100
221250,-61.51572832000001,250.0,0.02,13.37826213054359,55.93458825349808,34.28499698638916,33.30376744270325,33.756741881370544,0.9606214761734008,0.7775856816768646,16.807192071673658,27.22456442564726,100
221500,-55.91132981,250.0,0.02,13.135485058650376,56.09958845376969,34.292054176330566,33.28722715377808,33.740195631980896,0.9607977271080016,0.7775856816768646,16.522554699741093,27.177640043199062,100
221750,-51.12496396,250.0,0.02,12.868141314014792,56.299330919981,34.30918753147125,33.276012539863586,33.728981018066406,0.9609786868095398,0.7775856816768646,16.206793044080502,27.016682498157024,100
222000,-51.534617270000005,250.0,0.02,12.81105031631887,56.33538755774497,34.32689309120178,33.28048288822174,33.73345136642456,0.960985779762268,0.7775856816768646,16.173864073844065,26.960542105138305,100
222250,-47.80928271,250.0,0.02,12.666084444150329,56.717008888721466,34.347426891326904,33.30710232257843,33.76007080078125,0.960978865623474,0.7769439548254014,15.98274583216078,26.80424740165472,100
222500,-53.80288959000001,250.0,0.01,12.674029579386117,56.75425913929939,34.36885476112366,33.32992196083069,33.78289043903351,0.9609740376472472,0.7869439548254014,16.128854744633678,26.868391238152984,100
222750,-58.79136301000001,250.0,0.01,12.693620672449468,56.75183352828026,34.39608812332153,33.356696367263794,33.809664845466614,0.9609878063201904,0.7869439548254014,16.247617202315137,26.856333218514923,100
223000,-61.73433822000001,250.0,0.01,12.622689863666892,56.83625501394272,34.36500430107117,33.322760462760925,33.775728940963745,0.9609876871109008,0.7869439548254014,16.227677623221297,26.67287080734968,100
223250,-63.795393210000015,250.0,0.01,12.61486223898828,56.72846964001656,34.34627950191498,33.30238461494446,33.75535309314728,0.9609808921813964,0.7869439548254014,16.304137203926373,26.71022786945105,100
223500,-57.97198325,250.0,0.01,12.539873672649266,56.98899969458579,34.346047043800354,33.28515291213989,33.73812139034271,0.961132287979126,0.7869439548254014,16.29277076065718,26.67732042819261,100
223750,-53.17750452,250.0,0.01,12.414367591962218,57.16738909482956,34.37778353691101,33.32661688327789,33.77958536148071,0.9611268639564514,0.7869439548254014,16.167236551217446,26.48070780187845,100
224000,-49.40726651999999,250.0,0.01,12.4987364243716,57.02042207121849,34.35896039009094,33.29474329948425,33.74771177768707,0.9611260890960692,0.7869439548254014,16.090010539420213,26.50490207225084,100
224250,-52.52053556999999,250.0,0.0,12.617659298703074,56.99992257356645,34.3201220035553,33.27488303184509,33.72785449028015,0.960936427116394,0.7969439548254013,16.22203727516136,26.53709838539362,100
224500,-47.558599480000005,250.0,0.0,12.46580414287746,57.07769590616226,34.33505296707153,33.28579664230347,33.73876512050629,0.960934281349182,0.7980790489912033,16.026101597477425,26.27846632152796,100
224750,-43.70474863,250.0,0.0,12.394843740388753,57.12354072928429,34.345999360084534,33.29491317272186,33.74788761138916,0.960927665233612,0.7980790489912033,15.968776492339112,26.257265605032444,100
225000,-38.54596865,250.0,0.0,12.3309955727309,57.11302164196969,34.35056209564209,33.281201124191284,33.734169602394104,0.9610553979873656,0.7980790489912033,15.756432679556836,26.202232338488106,100
225250,-28.29445353,250.0,0.0,12.249805161729457,56.84673026204109,34.33802127838135,33.24587643146515,33.69884490966797,0.9612835049629213,0.7980790489912033,15.399147985144651,26.233358033001423,100
225500,-20.999702660000008,250.0,0.0,12.105053270235658,57.07958942651749,34.33908820152283,33.24301242828369,33.69598090648651,0.9612786173820496,0.7980790489912033,15.20893811139964,26.06628008931875,100
225750,-13.891333320000005,250.0,0.0,11.930666932836177,57.22609907388687,34.3387097120285,33.20954442024231,33.66251289844513,0.9615036249160768,0.8080790489912033,14.991106008577868,25.78665846586227,100
226000,-13.506148860000003,250.0,0.0,11.946929899975656,57.04440116882324,34.32981073856354,33.19929242134094,33.652263879776,0.9615216851234436,0.8080790489912033,15.050798780477653,25.807701662182808,100
226250,-16.798135829999996,250.0,0.0,11.797512469813228,57.267718493938446,34.336310625076294,33.2025021314621,33.65547060966492,0.9615297913551332,0.8080790489912033,15.096420877990177,25.54306637495756,100
226500,-9.241553650000002,250.0,0.0,11.656165620312096,57.4203522503376,34.3566358089447,33.2196056842804,33.672574162483215,0.961517870426178,0.8080790489912033,14.910196608011816,25.5375012382865,100
226750,-7.983066390000001,250.0,0.0,11.62845510803163,57.50605049729347,34.36482548713684,33.22544991970062,33.67841839790344,0.9615400433540344,0.8175284713506699,14.881226570119797,25.43463753908873,100
227000,-10.27247368,250.0,0.0,11.520569814369082,57.68935474753379,34.38316583633423,33.2478791475296,33.70084762573242,0.9615233540534972,0.8275284713506699,14.945449258155646,25.21691941469908,100
227250,-4.635808479999997,250.0,0.0,11.348456276580691,57.801160007715225,34.4056099653244,33.24851989746094,33.701491355896,0.9617254734039308,0.8275284713506699,14.7673919852238,25.24493610113859,100
227500,0.4702335599999941,250.0,0.0,11.198978198692204,57.90228822827339,34.39478576183319,33.23016464710236,33.683133125305176,0.9617313146591188,0.8275284713506699,14.654164782234414,25.2227111980319,100
227750,7.269893079999997,250.0,0.0,11.061934469267726,58.11081346869469,34.40244793891907,33.24296474456787,33.69593918323517,0.9617192149162292,0.8375284713506699,14.530067907877465,24.981551311910152,100
228000,12.099411690000002,250.0,0.0,10.885430471971633,58.162924379110336,34.41738486289978,33.23371410369873,33.68668258190155,0.9619255065917968,0.8275284713506699,14.385389616603677,24.81264122575521,100
228250,14.823557399999997,250.0,0.0,10.846317695453765,58.32539987564087,34.43447947502136,33.24507772922516,33.69804620742798,0.9619208574295044,0.8275284713506699,14.34034873272703,24.643517039716244,100
228500,15.353367969999995,250.0,0.0,10.821809904649854,58.34227675199508,34.45234000682831,33.26422870159149,33.71720016002655,0.9619184136390686,0.8175284713506699,14.314767237614422,24.89848659187556,100
228750,16.32729319,250.0,0.0,10.819399358704686,58.127011239528656,34.46691036224365,33.27752947807312,33.73049795627594,0.9618656039237976,0.8275284713506699,14.3520720609533,24.954206056892872,100
229000,15.019856090000005,250.0,0.0,10.939760899171231,58.08167266845703,34.46645736694336,33.30240249633789,33.75537097454071,0.961680829524994,0.8275284713506699,14.449378585935044,25.397695068269964,100
229250,20.110389389999995,250.0,0.0,10.895760657265782,58.0591881275177,34.46585536003113,33.29819142818451,33.75115990638733,0.9616931676864624,0.8187259942293167,14.322252374423512,25.38997356966138,100
229500,17.021979860000002,250.0,0.0,10.959786431863904,58.028927981853485,34.46849882602692,33.31694304943085,33.76991152763367,0.9615511894226074,0.8287259942293167,14.423846289502665,25.740029394626617,100
229750,19.91213112,250.0,0.0,10.986222648993134,57.77895930409432,34.46734547615051,33.31465423107147,33.76762270927429,0.961544394493103,0.8287259942293167,14.391810281937396,25.957605242729187,100
230000,24.406512410000005,250.0,0.0,11.02567251212895,57.103820234537125,34.340065717697144,33.31630229949951,33.64195227622986,0.9615551829338074,0.8387259942293167,13.648562099957273,26.083958685398105,100
230250,33.78958873999999,250.0,0.0,10.95177254267037,57.20588502287865,34.355032444000244,33.302974700927734,33.6286187171936,0.9619481563568116,0.8387259942293167,13.529043804442113,26.275827795267105,100
230500,33.92363123,250.0,0.0,10.93913676030934,57.169027596712105,34.3759685754776,33.32045078277588,33.64609479904175,0.96192467212677,0.8387259942293167,13.502809323203447,26.242831811308857,100
230750,29.37386504,250.0,0.0,10.897593216970565,57.3437224328518,34.39196050167084,33.336541056633,33.6621880531311,0.9619176387786864,0.8387259942293167,13.585614944323728,26.18283025920391,100
231000,35.00971052,250.0,0.0,10.766999470070004,57.470072120428085,34.38535928726196,33.32515060901642,33.65079462528229,0.9619132280349731,0.8487259942293167,13.48864187459312,25.945682197809216,100
