#{"t_start": 1777043330.825672, "env_id": "None"}
r,l,t,success,grasp_success,place_success,first_grasp_step,grasp_transitions,max_height
38.812414,700,26386.440198,False,1.0,0.0,21,6,0.0732260414911704
-24.35574,700,26424.986569,False,1.0,0.0,36,7,0.07389181382448395
97.1747,700,26459.723147,False,1.0,0.0,27,4,0.0729354595408358
103.636998,700,26486.671518,False,1.0,0.0,35,9,0.07267427207023702
-133.411412,700,26533.225644,False,1.0,0.0,26,8,0.07779288405923568
54.945023,700,26579.86384,False,1.0,0.0,44,7,0.07166913801958907
-37.650844,700,26614.01774,False,1.0,0.0,26,16,0.08286923940238533
61.418317,700,26654.465739,False,1.0,0.0,27,6,0.07266420253930417
-208.574996,700,26691.985853,False,1.0,0.0,34,6,0.07240558253382157
58.662854,700,26720.877468,False,1.0,0.0,24,9,0.07791424646113898
-33.407611,700,26748.398418,False,1.0,0.0,28,32,0.07438187998675938
-71.046999,700,26779.515158,False,1.0,0.0,23,3,0.07417440809746068
26.302333,700,26811.760395,False,1.0,0.0,16,10,0.08181654942286753
-13.027376,700,26846.588346,False,1.0,0.0,16,21,0.10606528962828776
55.84062,700,26876.729203,False,1.0,0.0,19,6,0.07264520392583196
31.57979,700,26911.164604,False,1.0,0.0,23,15,0.07552470015415735
143.47866,700,26944.12622,False,1.0,0.0,23,7,0.07337597177354638
-248.992123,700,26991.940268,False,0.0,0.0,0,0,0.07045491309131013
-152.513564,700,27031.373466,False,1.0,0.0,23,26,0.07736067477518793
6.920325,700,27078.513846,False,1.0,0.0,48,11,0.08000720304901987
104.185995,700,27136.768061,False,1.0,0.0,37,6,0.07218105429703614
83.946791,700,27180.371966,False,1.0,0.0,26,40,0.0777937752903557
-100.425941,700,27216.983996,False,1.0,0.0,27,7,0.07619115588539471
10.770098,700,27244.403833,False,1.0,0.0,46,25,0.07357544364607893
-124.86383,700,27277.219798,False,1.0,0.0,33,19,0.07277334666152269
-7.021352,700,27308.142799,False,1.0,0.0,29,12,0.07761066697272778
-48.695301,700,27354.664918,False,1.0,0.0,40,17,0.07304558881084933
36.692356,700,27384.730751,False,1.0,0.0,15,6,0.07166659504968453
127.312028,700,27422.404508,False,1.0,0.0,31,15,0.07214728302300188
63.718802,700,27454.003764,False,1.0,0.0,18,4,0.07207246116319133
-15.222145,700,27490.368471,False,1.0,0.0,17,8,0.07792027804354518
-55.013135,700,27538.656966,False,1.0,0.0,22,5,0.08534431910159679
-164.895074,700,27576.578409,False,1.0,0.0,72,22,0.0765225163360993
180.713617,700,27620.281637,False,1.0,0.0,24,11,0.07734646119189337
122.856804,700,27662.519683,False,1.0,0.0,27,7,0.07086814589866741
-102.36648,700,27705.724304,False,1.0,0.0,34,21,0.07316679324253794
193.023008,700,27741.578831,False,1.0,0.0,28,24,0.07209173941518399
138.80495,700,27773.832697,False,1.0,0.0,20,6,0.07234438135294996
32.517442,700,27812.297991,False,1.0,0.0,18,10,0.07384732585794196
