#{"t_start": 1777220708.204826, "env_id": "None"}
r,l,t,success,contact_success,grasp_success,grasp_lift_success,place_success,first_grasp_step,grasp_transitions,max_height,min_dist_eef_obj
33.781259,700,68.027895,False,1.0,1.0,0.0,0.0,50,9,0.00237597917285981,0.03499651910709469
117.394987,700,94.692161,False,1.0,1.0,0.0,0.0,122,3,0.0047658961000125455,0.03890301373521868
39.912732,700,140.398721,False,1.0,1.0,0.0,0.0,48,3,0.01027524496877108,0.03727294295414893
68.99525,700,175.809846,False,1.0,1.0,0.0,0.0,28,6,0.004221446041423049,0.027781574070124444
50.294093,700,211.89737,False,0.0,0.0,0.0,0.0,0,0,0.011211799218644236,0.052411352822852475
133.549693,700,264.074053,False,0.0,0.0,0.0,0.0,0,0,0.0009360498716032284,0.041358912941301514
116.878184,700,300.314997,False,1.0,1.0,0.0,0.0,384,3,0.0082370056561204,0.03787739452189763
117.232234,700,333.633789,False,0.0,0.0,0.0,0.0,0,0,0.005466503922818111,0.0392355188470789
117.959965,700,363.193236,False,1.0,1.0,0.0,0.0,79,8,0.005168503912876488,0.03313489169495093
119.27774,700,403.679384,False,1.0,1.0,0.0,0.0,163,8,0.010018791704102026,0.03468699461276134
46.047645,700,429.67066,False,0.0,0.0,0.0,0.0,0,0,0.00596061096609124,0.035663325154125965
93.884375,700,470.209163,False,0.0,0.0,0.0,0.0,0,0,0.021843414506125924,0.03592954434641661
43.155089,700,497.020869,False,1.0,1.0,0.0,0.0,183,3,0.01098505331952071,0.03393015235596943
44.60417,700,553.365847,False,1.0,1.0,0.0,0.0,143,1,0.010137343097729401,0.03477136210720226
70.730161,700,589.662431,False,0.0,0.0,0.0,0.0,0,0,0.005992113242768937,0.049533333592030056
71.476073,700,631.653304,False,0.0,0.0,0.0,0.0,0,0,0.0023629327329277583,0.041292889890403424
121.444177,700,738.928693,False,0.0,0.0,0.0,0.0,0,0,0.006955616250270302,0.041964353025261455
77.66344,700,772.672077,False,1.0,1.0,0.0,0.0,45,6,0.08020601828333895,0.03489749600212699
-4.614264,700,804.261308,False,0.0,0.0,0.0,0.0,0,0,0.014892715616133478,0.03915725931231665
132.125813,700,836.898795,False,1.0,1.0,0.0,0.0,306,7,0.013723372986577886,0.03349904879493719
126.838305,700,869.814441,False,1.0,1.0,0.0,0.0,161,12,0.012196361702802028,0.03742734406305605
146.051496,700,916.161792,False,1.0,1.0,0.0,0.0,414,2,0.003617994574549477,0.03920108342100222
145.987573,700,945.023933,False,1.0,1.0,0.0,0.0,163,6,0.004980954677805793,0.03714531629766268
77.703573,700,975.648775,False,1.0,1.0,0.0,0.0,68,2,0.002968073073413735,0.0362059227755366
144.961233,700,1011.707144,False,1.0,1.0,0.0,0.0,66,5,0.011369733816453231,0.029163351301226877
42.591868,700,1051.243395,False,0.0,0.0,0.0,0.0,0,0,0.03096002255449204,0.04034939395111419
42.913216,183,1068.937513,True,1.0,1.0,0.0,1.0,36,7,0.0011180010177477273,0.035586879056795175
160.360574,700,1116.430884,False,1.0,1.0,0.0,0.0,210,1,0.0045006229846235035,0.03412483190575747
98.568934,700,1206.461138,False,1.0,1.0,0.0,0.0,52,20,0.008591143966138692,0.027287297661682468
68.692548,700,1252.60934,False,1.0,1.0,0.0,0.0,76,1,0.011860636621324083,0.032710113395716806
162.46463,700,1298.496555,False,0.0,0.0,0.0,0.0,0,0,0.024799256434205996,0.042486459992139
255.645676,700,1325.911362,False,0.0,0.0,0.0,0.0,0,0,0.007972562396825533,0.04200835996062285
75.98654,700,1366.413252,False,1.0,1.0,0.0,0.0,50,1,0.005740953415765637,0.034652267980772575
130.434466,700,1468.173178,False,1.0,1.0,0.0,0.0,33,5,0.01469149049161167,0.03558777921721269
64.635293,700,1517.498043,False,1.0,1.0,0.0,0.0,74,2,0.00842114690977458,0.038911698792638304
144.151314,700,1553.598398,False,1.0,1.0,0.0,0.0,169,2,0.016536510459210896,0.036196076459941266
167.571345,700,1603.240955,False,1.0,1.0,0.0,0.0,47,4,0.04020856219983204,0.032234712364874026
52.568628,700,1645.056213,False,0.0,0.0,0.0,0.0,0,0,0.003982271313484054,0.04161091976971873
78.587191,700,1672.032513,False,1.0,1.0,0.0,0.0,183,4,0.0021933716207422904,0.03775164928737108
37.404193,129,1708.893632,True,1.0,1.0,0.0,1.0,68,2,0.0030738611042606667,0.034199526642472874
166.013023,700,1763.337142,False,1.0,1.0,0.0,0.0,21,7,0.008009892608230373,0.034895021670245434
172.434872,700,1816.734485,False,1.0,1.0,0.0,0.0,65,6,0.010149426925985416,0.03900901564941999
44.86265,143,1821.871576,True,1.0,1.0,0.0,1.0,28,2,0.012536405088633629,0.04081077434918946
100.153728,700,1860.253847,False,0.0,0.0,0.0,0.0,0,0,0.002034025813866358,0.039969354224790095
67.152125,700,1899.552878,False,1.0,1.0,0.0,0.0,42,2,0.003854297076645752,0.03596197395836896
49.5925,700,1930.49962,False,0.0,0.0,0.0,0.0,0,0,0.003206593027044957,0.03888943828640895
96.721706,700,1972.466803,False,0.0,0.0,0.0,0.0,0,0,0.003044849885327605,0.10909051853071254
149.618496,700,2003.14302,False,1.0,1.0,0.0,0.0,194,2,0.0075534571941373585,0.036043015132414834
194.78575,700,2042.561826,False,0.0,0.0,0.0,0.0,0,0,0.0015164887255569859,0.037649731188935366
179.736684,700,2111.044891,False,1.0,1.0,0.0,0.0,34,4,0.006163660655987058,0.03491383678736061
153.250296,700,2145.150359,False,1.0,1.0,0.0,0.0,35,2,0.007754975928496277,0.03319894190490172
85.071397,700,2177.787668,False,0.0,0.0,0.0,0.0,0,0,0.0020178489800609656,0.04615962633621553
197.383218,700,2212.548553,False,1.0,1.0,0.0,0.0,23,1,0.010245518211897231,0.03441690307475702
185.384109,700,2236.812765,False,1.0,1.0,0.0,0.0,60,1,0.02195497669819846,0.03689443307977099
185.770483,700,2279.562393,False,1.0,1.0,0.0,0.0,70,4,0.03472982574699457,0.033827153648727536
179.534594,700,2334.661576,False,1.0,1.0,0.0,0.0,228,10,0.0032788469821963817,0.036870464442138665
79.94962,700,2391.829018,False,1.0,1.0,0.0,0.0,131,1,0.008142186556236886,0.0355351909194558
74.463021,700,2460.227286,False,1.0,1.0,0.0,0.0,40,1,0.0023044564805965173,0.03985061258777276
199.603837,700,2490.37829,False,1.0,1.0,0.0,0.0,69,2,0.010836031528360435,0.03856985964393569
197.916431,700,2535.733591,False,1.0,1.0,0.0,0.0,52,4,0.037031661505375735,0.037929116891538564
42.126149,700,2584.8599,False,1.0,1.0,0.0,0.0,47,1,0.0097929814562836,0.034379765762427274
215.621682,700,2624.867787,False,1.0,1.0,0.0,0.0,27,1,0.0008207761072210884,0.03959926475461253
199.986249,700,2693.423856,False,1.0,1.0,0.0,0.0,429,2,0.002805836894554603,0.037363376554243787
34.461662,700,2742.147726,False,0.0,0.0,0.0,0.0,0,0,0.002290097587734574,0.035385269674093396
209.773718,700,2789.233748,False,1.0,1.0,0.0,0.0,193,3,0.002273916113437635,0.03567960243517915
204.092419,700,2828.675026,False,0.0,0.0,0.0,0.0,0,0,0.0029231303441878964,0.04715763559740531
1.200139,700,2870.230014,False,0.0,0.0,0.0,0.0,0,0,1.8550887226354007e-07,0.03814402583247331
183.072699,700,2905.999842,False,1.0,1.0,0.0,0.0,98,6,0.024734935839803462,0.02891511117688954
48.492853,110,2914.93694,True,1.0,1.0,0.0,1.0,40,1,0.01694279209673455,0.0384542473686733
157.834321,700,2960.863875,False,0.0,0.0,0.0,0.0,0,0,0.036193378154182776,0.04039637894985991
221.807956,700,3007.775572,False,0.0,0.0,0.0,0.0,0,0,0.01846608331994337,0.04103087686951739
169.4724,700,3037.380706,False,0.0,0.0,0.0,0.0,0,0,0.0022109561224550323,0.060189697194067075
90.807108,700,3108.429878,False,0.0,0.0,0.0,0.0,0,0,0.03242829885363929,0.03528637628794835
117.727945,360,3119.28163,True,1.0,1.0,0.0,1.0,151,6,0.011051791627596952,0.03271097445676356
85.907504,700,3192.036154,False,1.0,1.0,0.0,0.0,82,2,0.002020623827211021,0.03397463174343869
185.414876,700,3252.194365,False,1.0,1.0,0.0,0.0,45,6,0.01099260791238632,0.033251134705280884
197.945836,700,3285.080287,False,1.0,1.0,0.0,1.0,63,13,0.02568422214213062,0.006257143979842537
40.406846,700,3327.052714,False,0.0,0.0,0.0,0.0,0,0,0.00652232155932031,0.0327419098275697
216.892488,700,3419.066401,False,1.0,1.0,0.0,0.0,166,7,0.011126602965963572,0.03608093709987255
191.223295,700,3453.957946,False,1.0,1.0,0.0,0.0,92,2,0.021044438377549657,0.036278666087458646
234.568464,700,3483.184896,False,1.0,1.0,0.0,0.0,406,3,0.006256676017765694,0.03502162103946095
218.437542,700,3534.394286,False,1.0,1.0,0.0,0.0,160,7,0.029818118048807296,0.031189512006380652
242.108806,700,3577.183406,False,0.0,0.0,0.0,0.0,0,0,0.0009380758659469635,0.03385105977437851
175.070801,700,3619.736579,False,0.0,0.0,0.0,0.0,0,0,0.010075162003225002,0.056722429064652906
248.742499,700,3653.113108,False,1.0,1.0,0.0,0.0,32,2,0.004379222254416115,0.038848767747940306
184.943378,700,3685.098572,False,1.0,1.0,0.0,0.0,32,7,0.027042948472424944,0.028549006918613156
175.504452,700,3729.337267,False,1.0,1.0,0.0,0.0,37,7,0.008394829461585984,0.030349358520654166
190.699666,700,3765.531898,False,1.0,1.0,0.0,0.0,33,16,0.0010431124666424596,0.033939270735692924
209.222546,700,3806.967035,False,1.0,1.0,0.0,0.0,122,17,0.06429328091578757,0.033543175193881426
70.219698,700,3840.754239,False,0.0,0.0,0.0,0.0,0,0,0.003407807845631994,0.03624748982096839
205.762205,700,3894.612522,False,1.0,1.0,0.0,0.0,59,22,0.03382841006365067,0.02242511726286101
128.583363,700,3927.026007,False,1.0,1.0,0.0,0.0,70,3,0.005448280317500331,0.03247343560401492
255.523981,700,3962.274341,False,0.0,0.0,0.0,0.0,0,0,0.002747927877567835,0.0373886635764212
231.350824,700,3989.0221,False,0.0,0.0,0.0,0.0,0,0,0.0035354301213422756,0.04157369951460144
