#{"t_start": 1776008995.2865295, "env_id": "None"}
r,l,t
0.0,500,7754.717571
0.0,500,7799.486444
0.0,500,7839.92872
0.0,500,7904.488721
0.0,500,7960.416511
0.0,500,8000.580501
0.0,500,8075.516073
0.0,500,8128.019866
0.0,500,8197.594833
0.0,500,8344.09063
0.0,500,8399.956394
0.0,500,8456.532734
0.0,500,8508.799512
0.0,500,8610.020478
0.0,500,8671.122447
0.0,500,8726.053957
0.0,500,8787.711094
0.0,500,8852.008521
0.0,500,8902.496496
0.0,500,8963.689613
0.0,500,9012.64726
0.0,500,9165.211848
0.0,500,9237.949283
0.0,500,9313.658125
0.0,500,9368.226638
0.0,500,9441.219978
0.0,500,9493.548901
0.0,500,9593.762535
0.0,500,9637.402178
0.0,500,9730.133514
0.0,500,9782.056114
0.0,500,9824.772751
0.0,500,9873.301846
0.0,500,9941.492129
0.0,500,9993.366894
0.0,500,10072.40239
0.0,500,10147.212405
0.0,500,10196.2637
0.0,500,10257.600347
0.0,500,10324.095275
0.0,500,10388.487004
0.0,500,10462.619375
0.0,500,10525.790873
0.0,500,10574.428664
0.0,500,10632.956244
0.0,500,10682.395736
0.0,500,10747.020669
0.0,500,10898.572338
0.0,500,10976.510442
0.0,500,11049.829489
0.0,500,11099.840612
0.0,500,11141.667236
0.0,500,11182.052549
0.0,500,11256.287365
0.0,500,11339.063208
0.0,500,11393.550056
0.0,500,11438.512189
0.0,500,11512.595663
0.0,500,11656.745584
0.0,500,11709.142325
0.0,500,11767.367049
0.0,500,11822.240132
0.0,500,11864.32845
0.0,500,11909.584083
0.0,500,11967.835815
0.0,500,12015.809889
0.0,500,12064.707441
0.0,500,12174.115391
0.0,500,12235.15942
0.0,500,12301.044932
0.0,500,12360.929354
0.0,500,12441.513177
0.0,500,12491.678426
0.0,500,12557.163216
0.0,500,12605.993408
0.0,500,12654.580895
0.0,500,12696.141516
0.0,500,12760.983356
0.0,500,12810.962736
0.0,500,12879.819663
0.0,500,12928.362741
0.0,500,12992.395892
0.0,500,13044.267077
0.0,500,13084.710082
0.0,500,13161.997171
0.0,500,13228.32603
0.0,500,13271.416212
0.0,500,13323.85141
0.0,500,13366.990376
0.0,500,13408.222316
0.0,500,13454.649236
0.0,500,13498.863655
0.0,500,13540.977689
0.0,500,13585.720309
0.0,500,13620.042276
0.0,500,13666.243708
0.0,500,13749.500767
0.0,500,13821.425594
0.0,500,13883.430325
0.0,500,13936.210017
0.0,500,13975.980165
0.0,500,14031.103492
0.0,500,14084.136254
0.0,500,14126.966156
0.0,500,14169.26257
0.0,500,14222.496121
0.0,500,14279.302461
0.0,500,14326.779227
0.0,500,14379.167838
0.0,500,14426.338064
0.0,500,14487.853001
0.0,500,14531.718394
0.0,500,14614.601666
0.0,500,14658.738248
0.0,500,14703.39617
0.0,500,14743.218034
0.0,500,14787.957403
0.0,500,14860.944285
0.0,500,14905.873667
0.0,500,14972.447044
0.0,500,15024.901979
0.0,500,15089.300527
0.0,500,15165.4646
0.0,500,15222.833544
0.0,500,15286.821054
0.0,500,15339.699032
0.0,500,15441.888173
0.0,500,15501.218479
0.0,500,15569.289956
0.0,500,15619.715793
0.0,500,15691.431408
0.0,500,15744.05045
0.0,500,15806.903072
0.0,500,15904.614003
0.0,500,15956.719663
0.0,500,16013.550208
0.0,500,16060.192463
0.0,500,16111.926129
0.0,500,16177.833999
0.0,500,16247.65001
0.0,500,16295.791334
0.0,500,16344.494714
0.0,500,16409.246404
0.0,500,16495.578171
0.0,500,16561.919282
0.0,500,16620.002243
0.0,500,16703.408443
0.0,500,16753.7358
0.0,500,16810.60253
0.0,500,16884.736981
0.0,500,16951.522719
0.0,500,17086.305957
0.0,500,17150.090153
0.0,500,17217.311109
0.0,500,17260.33659
0.0,500,17313.479719
0.0,500,17365.233878
0.0,500,17432.617819
0.0,500,17479.225161
0.0,500,17572.813687
0.0,500,17623.139119
0.0,500,17661.443661
0.0,500,17759.472253
0.0,500,17860.345718
0.0,500,17929.813273
0.0,500,18022.958243
0.0,500,18109.024482
0.0,500,18201.962662
0.0,500,18241.3319
0.0,500,18302.849506
0.0,500,18363.960026
0.0,500,18412.947139
0.0,500,18465.812475
0.0,500,18523.269345
0.0,500,18565.418268
0.0,500,18598.702643
0.0,500,18631.530156
0.0,500,18678.829213
0.0,500,18699.27489
0.0,500,18729.752425
0.0,500,18751.502639
0.0,500,18790.196512
0.0,500,18819.263316
0.0,500,18847.623448
0.0,500,18872.692833
0.0,500,18900.073911
0.0,500,18921.238711
0.0,500,18940.902053
0.0,500,18984.954093
0.0,500,19010.456005
0.0,500,19040.476408
0.0,500,19068.747456
0.0,500,19101.187376
0.0,500,19123.64536
0.0,500,19152.017438
0.0,500,19174.103312
0.0,500,19194.423753
0.0,500,19214.961073
0.0,500,19249.378971
0.0,500,19266.626506
0.0,500,19289.918811
0.0,500,19319.055381
0.0,500,19359.338332
0.0,500,19388.405026
0.0,500,19412.07551
0.0,500,19446.967508
0.0,500,19478.383294
0.0,500,19504.823162
0.0,500,19551.398332
0.0,500,19576.73634
0.0,500,19600.753962
0.0,500,19647.035654
0.0,500,19697.475147
0.0,500,19720.328002
0.0,500,19740.541798
0.0,500,19769.866127
0.0,500,19791.140863
0.0,500,19829.451709
0.0,500,19857.408695
0.0,500,19878.250079
0.0,500,19898.181224
0.0,500,19917.026565
0.0,500,19947.658925
0.0,500,19973.165684
0.0,500,19990.437696
0.0,500,20012.107733
0.0,500,20038.797617
0.0,500,20071.951789
0.0,500,20093.688802
0.0,500,20125.472116
0.0,500,20144.829347
0.0,500,20163.618088
0.0,500,20204.970696
0.0,500,20245.724283
0.0,500,20273.450495
0.0,500,20294.915132
0.0,500,20318.078927
0.0,500,20345.34246
0.0,500,20389.126397
0.0,500,20420.477193
0.0,500,20440.309532
0.0,500,20459.330514
0.0,500,20479.498618
0.0,500,20506.704466
0.0,500,20526.154629
0.0,500,20572.309327
0.0,500,20601.043296
0.0,500,20629.550422
0.0,500,20656.360171
0.0,500,20681.005137
0.0,500,20701.569677
0.0,500,20718.738674
0.0,500,20742.283336
0.0,500,20777.488292
0.0,500,20801.374489
0.0,500,20822.356999
0.0,500,20842.093709
0.0,500,20891.693407
0.0,500,20918.996157
0.0,500,20950.883311
0.0,500,20984.320427
0.0,500,21013.599706
0.0,500,21033.059229
0.0,500,21058.651342
0.0,500,21087.427498
0.0,500,21119.638508
0.0,500,21143.15257
0.0,500,21164.294404
0.0,500,21196.46686
0.0,500,21219.073545
0.0,500,21241.259924
0.0,500,21266.850288
0.0,500,21301.418198
0.0,500,21348.944837
