#{"t_start": 1777241272.463427, "env_id": "None"}
r,l,t,success,contact_success,grasp_success,grasp_lift_success,place_success,first_grasp_step,grasp_transitions,max_height,min_dist_eef_obj
113.287323,700,94.990321,False,0.0,0.0,0.0,0.0,0,0,0.0020319159441496426,0.04681509086006703
117.505263,700,136.306641,False,1.0,1.0,0.0,0.0,76,2,0.0036772967156163405,0.03416262508121721
91.541071,700,209.098076,False,0.0,0.0,0.0,0.0,0,0,0.011970091976728492,0.06206887835204612
15.869128,700,261.080313,False,1.0,1.0,0.0,0.0,106,1,0.0035122939132935516,0.035904436615425334
123.80704,700,314.118817,False,1.0,1.0,0.0,0.0,97,9,0.0027134339820527043,0.03472252859784909
88.454765,700,380.123547,False,1.0,1.0,0.0,0.0,48,2,0.01917687116598099,0.028380330505644348
111.814969,700,426.77214,False,1.0,1.0,0.0,0.0,37,3,0.0028651236076826514,0.03402218304932342
73.38829,700,468.13218,False,0.0,0.0,0.0,0.0,0,0,0.0021024039121216864,0.048310511190142104
126.111294,700,508.475818,False,1.0,1.0,0.0,0.0,142,11,0.0064039609526811425,0.03362793960528802
133.08764,700,566.491198,False,1.0,1.0,0.0,0.0,241,3,0.009819841002302598,0.037092772258229
129.078185,700,610.582388,False,1.0,1.0,0.0,0.0,23,7,0.02907667650254797,0.03495267446684321
138.695958,700,666.595259,False,1.0,1.0,0.0,0.0,307,2,0.0029737868453987293,0.0393786287390365
137.535595,700,708.897443,False,1.0,1.0,0.0,0.0,68,3,0.018486760858639872,0.036379464273990816
123.287104,700,794.660217,False,1.0,1.0,0.0,0.0,28,5,0.003191530471516879,0.03841206726832558
146.987842,700,845.5835,False,0.0,0.0,0.0,0.0,0,0,0.0007284191528587058,0.040456606497152825
96.010123,454,896.771042,True,1.0,1.0,0.0,1.0,40,1,0.016436632598629153,0.03517891324171586
139.3577,700,1055.712501,False,1.0,1.0,0.0,0.0,39,5,0.045489316250479805,0.03402117735621879
55.311106,700,1118.174053,False,0.0,0.0,0.0,0.0,0,0,0.007134924180846158,0.03421186237124386
80.462818,700,1155.561577,False,0.0,0.0,0.0,0.0,0,0,0.01506947917504653,0.043585380515415155
135.276972,700,1194.248819,False,1.0,1.0,0.0,0.0,280,2,0.004083468807325241,0.03597007020768399
148.499684,700,1237.587743,False,0.0,0.0,0.0,0.0,0,0,0.008797172111925433,0.04140176756183316
107.204898,700,1284.17409,False,0.0,0.0,0.0,0.0,0,0,0.00301586270193388,0.07817782251344696
63.403407,700,1337.958029,False,1.0,1.0,0.0,0.0,34,1,0.005671118363704042,0.036403697957007264
150.215366,700,1374.602342,False,1.0,1.0,0.0,0.0,161,1,0.004614020672324304,0.038120729221993846
150.41363,700,1417.996793,False,0.0,0.0,0.0,0.0,0,0,0.00824558301481515,0.03139255394963497
146.744925,700,1478.844653,False,1.0,1.0,1.0,0.0,51,14,0.011719904039483087,0.02358878319210825
102.299854,442,1528.863159,True,1.0,1.0,0.0,1.0,104,1,0.02401593642243538,0.03928687588536266
132.931099,700,1578.137636,False,0.0,0.0,0.0,0.0,0,0,0.003963567368444942,0.10120348586458122
35.670937,700,1682.476479,False,1.0,1.0,0.0,0.0,45,4,0.0021487622355922387,0.03711910579482242
154.666382,700,1768.757293,False,0.0,0.0,0.0,0.0,0,0,0.03535505130751171,0.04156366252097374
172.366539,700,1823.256664,False,1.0,1.0,0.0,0.0,40,5,5.36694369945856e-07,0.0388949838378568
40.102881,700,1853.792445,False,0.0,0.0,0.0,0.0,0,0,0.002842889383320446,0.04309114843232935
165.059489,700,1901.917146,False,1.0,1.0,0.0,0.0,314,4,0.026346324439224356,0.03026471498274841
46.08233,700,1969.88795,False,0.0,0.0,0.0,0.0,0,0,0.0031329603670547934,0.03908948181735191
147.985872,700,2045.681896,False,1.0,1.0,0.0,0.0,45,7,0.009823697155842748,0.03213858104257844
151.025955,540,2079.731,True,1.0,1.0,0.0,1.0,441,3,0.007386887146774934,0.035781020134664596
170.823695,700,2133.272668,False,0.0,0.0,0.0,0.0,0,0,0.009594477110393185,0.038573273451750066
175.452246,700,2195.875144,False,1.0,1.0,0.0,0.0,125,1,0.005928587343305591,0.03974523258553036
132.833682,700,2245.912395,False,1.0,1.0,0.0,0.0,171,5,0.04771068293781766,0.03748550957474871
61.199073,700,2337.548718,False,1.0,1.0,0.0,0.0,77,4,0.004071289126298949,0.031646839935404986
21.174992,700,2393.704285,False,1.0,1.0,0.0,0.0,35,2,0.030889304489969738,0.03791934255020676
120.91146,700,2439.172072,False,1.0,1.0,0.0,0.0,74,4,0.012383669365466865,0.03987740917584512
178.955554,700,2475.301833,False,1.0,1.0,0.0,0.0,42,14,0.005621310431163207,0.03574099134573997
188.547783,700,2518.079817,False,1.0,1.0,0.0,0.0,561,1,0.00033565456512130165,0.03997886883213021
183.309986,700,2559.233349,False,1.0,1.0,1.0,0.0,67,13,0.015209343303814737,0.03232325462547401
74.7905,189,2565.804914,True,1.0,1.0,0.0,1.0,35,4,0.025837242110791525,0.0373692783172973
191.984841,700,2619.311817,False,1.0,1.0,0.0,0.0,43,7,0.006231180952472326,0.03117414531257107
129.080719,700,2659.436678,False,1.0,1.0,0.0,0.0,158,2,0.012141534674102172,0.02897653809416611
35.014776,700,2704.534549,False,1.0,1.0,0.0,0.0,47,3,0.011251231953392615,0.03284402503514652
158.555747,700,2764.229748,False,1.0,1.0,0.0,0.0,56,1,0.010068588451738858,0.040280477076311105
178.220453,700,2832.754794,False,1.0,1.0,0.0,0.0,323,2,0.01325986318984429,0.03240897642752437
112.742402,700,2903.798652,False,1.0,1.0,0.0,0.0,398,1,0.004679384770664319,0.034632729187712936
43.137586,700,2946.424794,False,1.0,1.0,0.0,0.0,64,1,0.00586017399687766,0.03317392190727781
191.360992,700,2991.35695,False,1.0,1.0,0.0,0.0,61,15,0.012907143456593606,0.031416051875754816
48.914628,700,3032.31575,False,0.0,0.0,0.0,0.0,0,0,0.028312478692891108,0.04408375053139085
