timestep,ep_rew_mean,ep_len_mean,success_rate,contact_success_rate,grasp_success_rate,grasp_lift_success_rate,place_success_rate,first_grasp_step_mean,grasp_transitions_mean,max_height_mean,min_dist_eef_obj_mean,n_episodes
1802240,391.33727091000003,700.0,0.0,0.58,0.58,0.45,0.0,62.03,2.29,0.05215002224163248,0.010777128020429667,100
1810432,395.67572685000005,700.0,0.0,0.61,0.61,0.46,0.0,70.65,2.27,0.053118173011919574,0.010870980333250397,100
1818624,392.25818002,700.0,0.0,0.63,0.63,0.47,0.0,75.71,2.03,0.053112016394849026,0.011009326220499296,100
1826816,400.62102333999997,700.0,0.0,0.67,0.67,0.52,0.0,79.97,2.21,0.055998055135631386,0.010693662948097853,100
1835008,403.6444758,700.0,0.0,0.7,0.7,0.56,0.0,77.78,2.46,0.05789279698973115,0.01048293038102182,100
1843200,405.20291559000003,700.0,0.0,0.69,0.69,0.52,0.0,78.5,2.38,0.057088954928000445,0.010486862353446107,100
1851392,415.69079579,700.0,0.0,0.71,0.71,0.52,0.0,77.15,2.49,0.05714146457007354,0.01040621554745837,100
1859584,420.9278563600001,700.0,0.0,0.7,0.7,0.53,0.0,77.87,2.58,0.05888793132309617,0.010088097154879176,100
1867776,423.28415868999997,700.0,0.0,0.66,0.66,0.5,0.0,73.84,2.61,0.05816186231172267,0.010232842632278298,100
1875968,427.69931701,700.0,0.0,0.69,0.69,0.55,0.0,76.34,2.85,0.06106287304481185,0.010020054948921633,100
1884160,425.10835326999995,700.0,0.0,0.68,0.68,0.52,0.0,66.51,2.84,0.05838875416399099,0.009616723745331927,100
1892352,426.17036141000006,700.0,0.0,0.66,0.66,0.5,0.0,67.41,2.75,0.05827056771953463,0.00951660033892724,100
1900544,420.76362525,700.0,0.0,0.66,0.66,0.46,0.0,70.95,2.74,0.055401409163988447,0.009407646170906168,100
1908736,434.98673476999994,700.0,0.0,0.7,0.7,0.5,0.0,71.79,3.04,0.05647053318653701,0.009149346260493971,100
1916928,439.32085866,700.0,0.0,0.7,0.7,0.5,0.0,74.48,3.07,0.05740248921307931,0.008990120570850265,100
1925120,435.94322411,700.0,0.0,0.72,0.72,0.52,0.0,80.3,3.29,0.05782873806127503,0.00931485448683359,100
1933312,425.00977091,700.0,0.0,0.71,0.71,0.47,0.0,79.01,2.99,0.05790027381435981,0.009257347300104883,100
1941504,426.1629067900001,700.0,0.0,0.72,0.72,0.51,0.0,82.37,3.06,0.05965474276252894,0.009261036984234076,100
1949696,437.10324796000003,700.0,0.0,0.74,0.74,0.51,0.0,90.91,2.95,0.059825370354849874,0.009659724810386893,100
1957888,438.37567566000007,700.0,0.0,0.71,0.71,0.51,0.0,89.78,2.88,0.060927083853416004,0.009192895561421157,100
1966080,436.25048921,700.0,0.0,0.71,0.71,0.53,0.0,86.69,2.85,0.06179623160084045,0.009483620646473028,100
1974272,440.2005406899999,700.0,0.0,0.71,0.71,0.53,0.0,84.66,2.65,0.06164431037323458,0.010164993375632411,100
1982464,434.86667386999994,700.0,0.0,0.7,0.7,0.49,0.0,76.79,2.48,0.058206875099923644,0.010144192777473695,100
1990656,450.37513136,700.0,0.0,0.7,0.7,0.5,0.0,73.65,2.81,0.05981549369152481,0.010064945934907359,100
1998848,461.31114824,700.0,0.0,0.7,0.7,0.55,0.0,76.98,2.73,0.06359226794187571,0.01012475417379665,100
2007040,464.9886824,700.0,0.0,0.71,0.71,0.56,0.0,75.2,2.74,0.07235030630657274,0.01065662716724932,100
2015232,462.91943973,700.0,0.0,0.69,0.69,0.53,0.0,76.34,2.7,0.07177518618343606,0.010709995648270071,100
2023424,460.8558685,700.0,0.0,0.67,0.67,0.52,0.0,66.61,2.56,0.07209276352978483,0.010987758704633114,100
2031616,457.79514701999994,700.0,0.0,0.7,0.7,0.53,0.0,58.04,2.66,0.07266858993328072,0.01164676621169023,100
2039808,464.69179859,700.0,0.0,0.65,0.65,0.51,0.0,50.88,2.68,0.07118220342862598,0.011771972720192758,100
2048000,464.92914012,700.0,0.0,0.63,0.63,0.5,0.0,57.9,2.64,0.07079273766985189,0.011971787649173034,100
2056192,461.77150121000005,700.0,0.0,0.65,0.65,0.55,0.0,58.98,2.71,0.07393352576251704,0.01229906049021352,100
2064384,456.35523635,700.0,0.0,0.65,0.65,0.51,0.0,62.62,2.38,0.0725629910325472,0.012175638105363696,100
2072576,463.11525243999995,700.0,0.0,0.66,0.66,0.52,0.0,61.79,2.53,0.0665085616565055,0.011593837145847401,100
2080768,480.95964917000003,700.0,0.0,0.69,0.69,0.55,0.0,60.45,2.62,0.0629029348911451,0.012177881913588571,100
2088960,485.70278490000004,700.0,0.0,0.68,0.68,0.54,0.0,59.28,2.77,0.061008571285561405,0.012431917824849526,100
2097152,484.31528411000005,700.0,0.0,0.66,0.66,0.53,0.0,61.96,2.77,0.05886395753981373,0.012167352333475217,100
2105344,483.74192101,700.0,0.0,0.68,0.68,0.52,0.0,66.84,2.84,0.05991996228440834,0.011692350371683083,100
2113536,489.50088674000006,700.0,0.0,0.69,0.69,0.52,0.0,66.82,2.71,0.05909171331002498,0.01092331922919263,100
2121728,492.77126609000004,700.0,0.0,0.68,0.68,0.53,0.0,68.34,2.69,0.05952184736897999,0.01063916415293769,100
2129920,491.5124140500001,700.0,0.0,0.72,0.72,0.58,0.0,58.92,3.07,0.06117203213907163,0.009852714178561815,100
2138112,494.91954757,700.0,0.0,0.73,0.73,0.61,0.0,60.71,3.18,0.06140031015501334,0.00966346708411804,100
2146304,491.20043493,700.0,0.0,0.72,0.72,0.59,0.0,60.77,3.18,0.060236942339478954,0.00951076351852392,100
2154496,483.8563665900001,700.0,0.0,0.73,0.73,0.6,0.0,66.71,3.25,0.062473133071830944,0.008761408505290131,100
2162688,484.21165872999995,700.0,0.0,0.74,0.74,0.59,0.0,63.63,3.19,0.062184122199857715,0.00846216934916368,100
2170880,497.64243877000007,700.0,0.0,0.76,0.76,0.63,0.0,68.59,3.44,0.06328290551358852,0.00858294650893999,100
2179072,493.80168083999996,700.0,0.0,0.76,0.76,0.66,0.0,68.92,3.23,0.0645245479808875,0.008965117800660784,100
2187264,505.65673305999997,700.0,0.0,0.8,0.8,0.68,0.0,67.15,3.25,0.0660428053558147,0.009252325936384153,100
2195456,505.2664664000001,700.0,0.0,0.75,0.75,0.64,0.0,65.93,2.96,0.0647201793109288,0.010065993795936428,100
2203648,512.6470328,700.0,0.0,0.76,0.76,0.64,0.0,71.48,2.95,0.06596592487743119,0.010116595950611882,100
2211840,508.69765403,700.0,0.0,0.75,0.75,0.64,0.0,67.37,2.81,0.064359471778958,0.010496779392451886,100
2220032,502.07404987000007,700.0,0.0,0.73,0.73,0.61,0.0,66.75,2.76,0.061349551097530444,0.011118491596808756,100
2228224,503.92174654999997,700.0,0.0,0.77,0.77,0.64,0.0,68.57,2.92,0.06206852451389156,0.011178588769231071,100
2236416,497.5251789799999,700.0,0.0,0.75,0.75,0.59,0.0,66.87,2.73,0.05981204382984079,0.0112413094736575,100
2244608,497.72727234999996,700.0,0.0,0.77,0.77,0.62,0.0,72.1,2.72,0.06476865899625027,0.010767237036758172,100
2252800,494.7180599500001,700.0,0.0,0.76,0.76,0.6,0.0,69.76,2.69,0.06465040084274461,0.010329758979924393,100
2260992,485.06578391999994,700.0,0.0,0.73,0.73,0.57,0.0,69.8,2.65,0.06254712012322304,0.010491002880259432,100
2269184,480.93809611000006,700.0,0.0,0.72,0.72,0.55,0.0,65.24,2.65,0.06295309441927731,0.010428892823860064,100
2277376,486.7555492999999,700.0,0.0,0.74,0.74,0.55,0.0,65.85,2.74,0.06261493482296787,0.01027022161371039,100
2285568,477.5001328999999,700.0,0.0,0.73,0.73,0.55,0.0,61.73,2.62,0.06306307470167133,0.010407400025600732,100
2293760,480.19256056,700.0,0.0,0.73,0.73,0.58,0.0,63.48,2.65,0.06651488301230513,0.010190189723687322,100
2301952,484.53849408,700.0,0.0,0.73,0.73,0.57,0.0,66.29,2.67,0.06636355199059184,0.010172061047265908,100
2310144,486.29924506,700.0,0.0,0.71,0.71,0.57,0.0,59.01,2.63,0.06321516549544637,0.010055294721541198,100
2318336,483.25020211000003,700.0,0.0,0.69,0.69,0.55,0.0,60.25,2.67,0.06229040396303473,0.010285377923194408,100
2326528,490.01407509999996,700.0,0.0,0.73,0.73,0.6,0.0,57.24,2.9,0.06485867624332886,0.009959183583646662,100
2334720,476.97601740000005,700.0,0.0,0.72,0.72,0.59,0.0,60.77,2.73,0.06747970312888171,0.010388057542245992,100
2342912,476.57821364000006,700.0,0.0,0.73,0.73,0.6,0.0,62.63,2.79,0.06652338529016369,0.010177830860141998,100
2351104,468.4499980499999,700.0,0.0,0.73,0.73,0.61,0.0,65.96,2.63,0.06703911323578576,0.010153782874320864,100
2359296,471.4745028,700.0,0.0,0.73,0.73,0.59,0.0,70.45,2.44,0.06525229108477623,0.009877932557294461,100
2367488,471.9077989,700.0,0.0,0.71,0.71,0.57,0.0,72.64,2.46,0.06360550855463896,0.00993307195736729,100
2375680,465.26279948999996,700.0,0.0,0.67,0.67,0.56,0.0,69.24,2.25,0.062000161364634196,0.010096562679207187,100
2383872,469.98562944,700.0,0.0,0.68,0.68,0.58,0.0,65.57,2.4,0.0635151514452408,0.010158532550286254,100
2392064,474.56946964,700.0,0.0,0.68,0.68,0.57,0.0,71.99,2.31,0.061614359389093744,0.010389011107019099,100
2400256,474.31203716999994,700.0,0.0,0.66,0.66,0.55,0.0,78.16,2.26,0.057745805626958135,0.010427703268116173,100
2408448,475.75423838999995,700.0,0.0,0.66,0.66,0.52,0.0,78.92,2.16,0.05579317018644191,0.010484143346680212,100
2416640,480.69984358999994,700.0,0.0,0.67,0.67,0.52,0.0,76.94,2.21,0.05582795959902945,0.010296317177220838,100
2424832,501.8285931799999,700.0,0.0,0.66,0.66,0.54,0.0,67.48,2.39,0.05604959994616606,0.010098476719757752,100
2433024,498.72693376999996,700.0,0.0,0.69,0.69,0.56,0.0,72.26,2.48,0.05800614071510456,0.009807883280455294,100
2441216,503.0243788599999,700.0,0.0,0.7,0.7,0.59,0.0,82.58,2.4,0.059039136021533566,0.0099601052175717,100
2449408,515.13616427,700.0,0.0,0.75,0.75,0.64,0.0,83.12,2.69,0.06231875186909158,0.00922774568910958,100
2457600,504.10620543000005,700.0,0.0,0.75,0.75,0.62,0.0,80.16,2.64,0.06006243864543219,0.009759904314811226,100
2465792,500.6451811100001,700.0,0.0,0.77,0.77,0.62,0.0,78.74,2.95,0.061144955270463125,0.009665033237407451,100
2473984,505.5921110700001,700.0,0.0,0.8,0.8,0.65,0.0,73.34,3.16,0.06185868967086506,0.00920523443502569,100
2482176,515.9002420300001,700.0,0.0,0.78,0.78,0.66,0.0,79.67,3.08,0.06174581847787367,0.009446769592299939,100
2490368,507.65602176,700.0,0.0,0.79,0.79,0.67,0.0,80.13,3.0,0.06205695362953062,0.009688187097801358,100
2498560,508.89147581,700.0,0.0,0.79,0.79,0.67,0.0,77.26,3.0,0.062425383690322106,0.010175135247094387,100
2506752,514.18545636,700.0,0.0,0.78,0.78,0.65,0.0,68.05,3.03,0.060304241709224826,0.010203738776652956,100
2514944,520.6010753099999,700.0,0.0,0.78,0.78,0.65,0.0,63.07,3.04,0.062012689945606214,0.010189546753278373,100
2523136,529.6810365599999,700.0,0.0,0.77,0.77,0.65,0.0,64.15,3.07,0.06127569244896403,0.010220791372965575,100
2531328,545.5673959600001,700.0,0.0,0.75,0.75,0.64,0.0,62.52,2.94,0.0600447763690176,0.010743409968410505,100
2539520,534.72397259,700.0,0.0,0.75,0.75,0.63,0.0,62.58,2.81,0.05924343622330755,0.011025512944552458,100
2547712,535.1451240600001,700.0,0.0,0.73,0.73,0.62,0.0,54.77,2.69,0.06039745898350439,0.011059250799105934,100
2555904,521.29456322,700.0,0.0,0.74,0.74,0.61,0.0,60.27,2.6,0.059844234667522776,0.011017023999455217,100
2564096,537.72690664,700.0,0.0,0.74,0.74,0.59,0.0,63.88,2.46,0.05825799533448457,0.011065496173332854,100
2572288,545.9563738100001,700.0,0.0,0.79,0.79,0.64,0.0,65.99,2.53,0.06050619963775998,0.010732767487061456,100
2580480,533.2679767799999,700.0,0.0,0.78,0.78,0.62,0.0,65.98,2.33,0.05692023283568366,0.01092455302212453,100
2588672,528.8422902300001,700.0,0.0,0.76,0.76,0.58,0.0,66.18,2.23,0.05413440483797407,0.011310802816445475,100
2596864,531.7351495600001,700.0,0.0,0.73,0.73,0.57,0.0,60.39,2.07,0.05362513586155465,0.011215665981738763,100
2605056,525.35101854,700.0,0.0,0.73,0.73,0.58,0.0,61.9,1.9,0.05359054661951083,0.011331895919350543,100
2613248,519.51857631,700.0,0.0,0.73,0.73,0.58,0.0,62.81,1.83,0.05169926997726985,0.01159904698775332,100
2621440,529.87406435,700.0,0.0,0.73,0.73,0.6,0.0,54.26,1.96,0.05332254681444195,0.011869245961130455,100
2629632,514.83679846,700.0,0.0,0.74,0.74,0.61,0.0,61.26,2.13,0.055327276109720484,0.01195403963292279,100
2637824,511.48107604000006,700.0,0.0,0.71,0.71,0.58,0.0,57.01,2.07,0.05418245723052168,0.011459258124091756,100
2646016,517.6501237399999,700.0,0.0,0.72,0.72,0.6,0.0,56.62,2.21,0.055497835777162996,0.011519647106143888,100
2654208,529.15670956,700.0,0.0,0.73,0.73,0.63,0.0,56.28,2.42,0.058214899484126253,0.01091131750988296,100
2662400,529.7059658700001,700.0,0.0,0.78,0.78,0.67,0.0,59.42,2.53,0.060743884204009134,0.01079219958412118,100
2670592,525.90129359,700.0,0.0,0.79,0.79,0.66,0.0,62.2,2.54,0.06014608296685893,0.010859821728424708,100
2678784,548.01610015,700.0,0.0,0.79,0.79,0.68,0.0,64.6,2.82,0.06109268969400298,0.01005235520265155,100
2686976,549.1020321,700.0,0.0,0.81,0.81,0.68,0.0,72.43,2.74,0.06301021792381806,0.009602605909849187,100
2695168,550.8656378399999,700.0,0.0,0.81,0.81,0.68,0.0,78.21,2.88,0.06259504186678544,0.009577220599635436,100
2703360,557.5265799700001,700.0,0.0,0.78,0.78,0.68,0.0,72.07,2.82,0.06184525633044463,0.010224436752340159,100
2711552,553.2438820399999,700.0,0.0,0.77,0.77,0.68,0.0,66.8,2.86,0.061344278332996695,0.010269838300005824,100
2719744,536.55757792,700.0,0.0,0.71,0.71,0.61,0.0,69.35,2.51,0.056348948679079004,0.011099901100879528,100
2727936,541.92870157,700.0,0.0,0.7,0.7,0.61,0.0,69.89,2.49,0.05575673572062755,0.011231439563006483,100
2736128,546.3443992699999,700.0,0.0,0.7,0.7,0.6,0.0,63.61,2.6,0.05632996383471347,0.010876057045587816,100
2744320,550.01529564,700.0,0.0,0.7,0.7,0.62,0.0,58.94,2.57,0.05856475946252189,0.01109235597556286,100
2752512,540.7218399,700.0,0.0,0.69,0.69,0.61,0.0,53.45,2.41,0.0555354010676546,0.011492383224399029,100
2760704,548.78537163,700.0,0.0,0.7,0.7,0.63,0.0,48.96,2.6,0.05675656968915724,0.011551694797415173,100
2768896,550.3563259599999,700.0,0.0,0.69,0.69,0.62,0.0,40.46,2.41,0.0557802349868692,0.011531575221176234,100
2777088,555.81485368,700.0,0.0,0.71,0.71,0.65,0.0,42.95,2.49,0.05614991252000831,0.011130344729126978,100
2785280,568.92670666,700.0,0.0,0.73,0.73,0.66,0.0,48.77,2.55,0.05757901757022011,0.010616574068787389,100
2793472,568.29964223,700.0,0.0,0.74,0.74,0.69,0.0,41.48,2.61,0.06065108693022802,0.010906289909587108,100
2801664,574.1669850400001,700.0,0.0,0.75,0.75,0.7,0.0,46.75,2.65,0.06094181943038039,0.01096813208493615,100
2809856,581.8568422000001,700.0,0.0,0.76,0.76,0.72,0.0,54.27,2.7,0.06131277332509008,0.010639696816739576,100
2818048,568.0944424499999,700.0,0.0,0.74,0.74,0.68,0.0,67.33,2.63,0.058623325923150345,0.010883494135091954,100
2826240,583.99306201,700.0,0.0,0.78,0.78,0.7,0.0,79.06,2.86,0.06134294005244431,0.010590128681163736,100
2834432,583.49287354,700.0,0.0,0.79,0.79,0.71,0.0,79.77,2.75,0.062404700013350606,0.010242278240574604,100
2842624,585.20551544,700.0,0.0,0.77,0.77,0.68,0.0,85.2,2.68,0.06064034738052989,0.01038819385057977,100
2850816,595.09739168,700.0,0.0,0.79,0.79,0.7,0.0,85.77,2.88,0.0615553376411504,0.010161848469985245,100
2859008,600.83857113,700.0,0.0,0.8,0.8,0.7,0.0,93.97,2.76,0.061036122178754725,0.009904995890778541,100
2867200,603.0897216899999,700.0,0.0,0.82,0.82,0.72,0.0,95.57,2.82,0.06260062566480315,0.00958522226783818,100
2875392,603.26120905,700.0,0.0,0.81,0.81,0.71,0.0,90.44,2.62,0.06238218905596834,0.010004405933293074,100
2883584,615.8523942800001,700.0,0.0,0.81,0.81,0.71,0.0,87.92,2.63,0.06160136276829952,0.010283558691799007,100
2891776,615.9730126,700.0,0.0,0.8,0.8,0.7,0.0,69.11,2.64,0.06054055754136675,0.010045497285036308,100
2899968,603.3001730899999,700.0,0.0,0.78,0.78,0.67,0.0,66.64,2.55,0.05756638269775209,0.010728478658332962,100
2908160,588.6417755499999,700.0,0.0,0.8,0.8,0.64,0.0,75.96,2.71,0.05932238863161535,0.010721313808531278,100
2916352,589.04332138,700.0,0.0,0.8,0.8,0.63,0.0,74.13,2.58,0.05907597233811339,0.010780051924509967,100
2924544,566.8561330200001,700.0,0.0,0.77,0.77,0.59,0.0,62.46,2.52,0.055790516767857914,0.011436189994061657,100
2932736,554.6561847,700.0,0.0,0.79,0.79,0.6,0.0,66.65,2.7,0.056678146676570666,0.01144348532355221,100
2940928,558.90209268,700.0,0.0,0.77,0.77,0.57,0.0,66.96,2.73,0.055710590709588725,0.011184167963967914,100
2949120,561.83932405,700.0,0.0,0.77,0.77,0.58,0.0,66.11,2.79,0.05639923396373838,0.010929614153412122,100
2957312,564.1225618,700.0,0.0,0.8,0.8,0.62,0.0,64.08,2.76,0.05967113543224717,0.010926822354024876,100
2965504,565.7354180400001,700.0,0.0,0.79,0.79,0.63,0.0,62.44,2.76,0.059824781884459804,0.010876373865129196,100
2973696,563.31205837,700.0,0.0,0.8,0.8,0.65,0.0,53.64,2.6,0.05824760865683201,0.010891577940834807,100
2981888,574.30844704,700.0,0.0,0.81,0.81,0.68,0.0,45.26,2.65,0.05892832941241068,0.010556352103280939,100
2990080,569.2837521700001,700.0,0.0,0.79,0.79,0.67,0.0,42.14,2.57,0.058360892061102385,0.010771427477262875,100
2998272,581.5642720800001,700.0,0.0,0.81,0.81,0.72,0.0,42.08,2.64,0.06045830344884922,0.010368660116495431,100
3006464,587.94417718,700.0,0.0,0.81,0.81,0.71,0.0,42.68,2.57,0.06052486044511297,0.010308409699493813,100
