timestep,ep_rew_mean,ep_len_mean,success_rate,contact_success_rate,grasp_success_rate,grasp_lift_success_rate,place_success_rate,first_grasp_step_mean,grasp_transitions_mean,max_height_mean,min_dist_eef_obj_mean,n_episodes
589824,320.92022664,700.0,0.0,0.71,0.71,0.22,0.0,125.03,2.15,0.05519351915447327,0.013440815433736169,100
598016,322.65233219,700.0,0.0,0.69,0.69,0.23,0.0,114.12,2.03,0.058109367487942716,0.013662117641521225,100
606208,325.32922510000003,700.0,0.0,0.68,0.68,0.22,0.0,109.61,1.83,0.05918700204186034,0.013636418633995838,100
614400,329.89732274,700.0,0.0,0.68,0.68,0.24,0.0,120.32,1.86,0.06160491401891268,0.013177341842997497,100
622592,336.64961718,700.0,0.0,0.64,0.64,0.23,0.0,117.47,1.64,0.05737944611145356,0.013585848720728528,100
630784,335.06657405,700.0,0.0,0.6,0.6,0.22,0.0,116.27,1.47,0.05232302697527465,0.014123944321680121,100
638976,342.15422036,700.0,0.0,0.62,0.62,0.23,0.0,124.89,1.58,0.054356264528734995,0.01358093664754,100
647168,337.21390890999993,700.0,0.0,0.63,0.63,0.26,0.0,111.4,1.7,0.05800789845993081,0.013727954028835174,100
655360,329.34829170000006,700.0,0.0,0.6,0.6,0.3,0.0,96.56,1.59,0.06031026083962768,0.014107833594152453,100
663552,330.2795026,700.0,0.0,0.59,0.59,0.3,0.0,93.26,1.6,0.06093261255815996,0.014095471149275911,100
671744,328.15683019000005,700.0,0.0,0.58,0.58,0.33,0.0,89.62,1.56,0.06150950007571275,0.014126082374222365,100
679936,333.16323855,700.0,0.0,0.57,0.57,0.35,0.0,89.49,1.62,0.06031008345030746,0.014319804810953261,100
688128,324.08940937999995,700.0,0.0,0.59,0.59,0.38,0.0,83.05,1.85,0.06519541441454947,0.014445850792324057,100
696320,325.35088814,700.0,0.0,0.61,0.61,0.39,0.0,88.53,1.81,0.06515944264991493,0.01407095336719414,100
704512,333.638862,700.0,0.0,0.61,0.61,0.39,0.0,90.23,1.83,0.06460581705283402,0.0139190281628494,100
712704,338.19303311000004,700.0,0.0,0.58,0.58,0.4,0.0,84.89,1.73,0.06575196599215366,0.013972137270435945,100
720896,340.52095110999994,700.0,0.0,0.59,0.59,0.39,0.0,95.2,1.66,0.06361423331920961,0.013966190659643092,100
729088,347.42804705000003,700.0,0.0,0.58,0.58,0.38,0.0,100.63,1.65,0.0628543822802652,0.013809636599698583,100
737280,352.86486027,700.0,0.0,0.62,0.62,0.39,0.0,105.3,1.81,0.06608867741133938,0.013268381538414259,100
745472,347.85592644999997,700.0,0.0,0.63,0.63,0.37,0.0,108.61,1.8,0.06523023572167981,0.012897081155808851,100
753664,353.3657718299999,700.0,0.0,0.59,0.59,0.32,0.0,101.02,1.34,0.06002741178603707,0.012869568232431077,100
761856,364.90111969000003,700.0,0.0,0.63,0.63,0.33,0.0,97.02,1.49,0.060343735789870664,0.01225227569065352,100
770048,357.96351684999996,700.0,0.0,0.6,0.6,0.32,0.0,96.55,1.5,0.05985075842076186,0.01182587890825955,100
778240,358.67911418000006,700.0,0.0,0.61,0.61,0.33,0.0,98.8,1.54,0.05993035044099075,0.012623116167181593,100
786432,357.78905775,700.0,0.0,0.58,0.58,0.33,0.0,94.37,1.58,0.061227757606616716,0.012608132107471737,100
794624,358.33649663000006,700.0,0.0,0.6,0.6,0.31,0.0,101.16,1.69,0.058334696110662165,0.012568545778773008,100
802816,355.7227226,700.0,0.0,0.57,0.57,0.3,0.0,99.93,1.59,0.05381708788056077,0.013268930820598221,100
811008,352.21850276,700.0,0.0,0.57,0.57,0.33,0.0,95.45,1.8,0.056925901583664125,0.013135903527294856,100
819200,352.26228537000003,700.0,0.0,0.59,0.59,0.34,0.0,105.73,1.93,0.05750808483389843,0.013103042917623202,100
827392,352.10177512,700.0,0.0,0.59,0.59,0.36,0.0,105.39,2.05,0.05773801911604963,0.01311116703912512,100
835584,353.25340229,700.0,0.0,0.59,0.59,0.36,0.0,106.78,2.04,0.06030534839974806,0.012978032312518185,100
843776,363.85046216999996,700.0,0.0,0.63,0.63,0.36,0.0,116.29,2.12,0.06099453029633626,0.012697081058937599,100
851968,371.0553297199999,700.0,0.0,0.63,0.63,0.36,0.0,111.91,2.03,0.05926112430994708,0.012497416118956049,100
860160,365.59187574000003,700.0,0.0,0.56,0.56,0.33,0.0,103.2,1.69,0.05610454184697579,0.013410815592906612,100
868352,370.81603569000004,700.0,0.0,0.54,0.54,0.31,0.0,91.09,1.59,0.05463389820753199,0.012822161270125913,100
876544,379.03411694000005,700.0,0.0,0.54,0.54,0.29,0.0,89.95,1.5,0.05616212801629785,0.013009147735938628,100
884736,381.0561022799999,700.0,0.0,0.53,0.53,0.26,0.0,93.31,1.45,0.053432577873890885,0.013074850430502384,100
892928,381.3773653899999,700.0,0.0,0.52,0.52,0.24,0.0,89.56,1.3,0.056947874821461256,0.01356134776369782,100
901120,380.79641459,700.0,0.0,0.52,0.52,0.22,0.0,92.99,1.26,0.05175277659260935,0.014154695142379754,100
909312,380.78627650999994,700.0,0.0,0.52,0.52,0.24,0.0,90.7,1.35,0.05429502662995261,0.01407917416742154,100
917504,382.27862460000006,700.0,0.0,0.55,0.55,0.25,0.0,88.7,1.41,0.05439517217401959,0.014046177000554959,100
925696,376.3829776300001,700.0,0.0,0.55,0.55,0.21,0.0,94.23,1.39,0.050475974881772606,0.013796623357073752,100
933888,378.1322900400001,700.0,0.0,0.6,0.6,0.24,0.0,107.22,1.55,0.05535891952335386,0.013130415555541728,100
942080,374.00850428000007,700.0,0.0,0.6,0.6,0.26,0.0,112.84,1.57,0.0637833480061493,0.013522692212677077,100
950272,372.37206582999994,700.0,0.0,0.57,0.57,0.25,0.0,99.62,1.46,0.0610554247164761,0.01269831365169746,100
958464,379.99426503,700.0,0.0,0.6,0.6,0.29,0.0,101.04,1.57,0.06316452102253439,0.012272771847180066,100
966656,375.6126992300001,700.0,0.0,0.6,0.6,0.29,0.0,101.91,1.47,0.060921086924251105,0.012413021580942409,100
974848,377.40976159999997,700.0,0.0,0.58,0.58,0.25,0.0,100.09,1.49,0.05652537951887503,0.012226624833461432,100
983040,378.05719136999994,700.0,0.0,0.57,0.57,0.29,0.0,98.36,1.65,0.06690369305789758,0.011954842835077986,100
991232,381.81670760000003,700.0,0.0,0.53,0.53,0.29,0.0,86.19,1.7,0.06928798840286216,0.011513259405209593,100
999424,384.44921294999995,700.0,0.0,0.52,0.52,0.3,0.0,81.44,1.69,0.06700318081985993,0.012410860171787396,100
1007616,393.19885299000003,700.0,0.0,0.53,0.53,0.31,0.0,78.5,1.88,0.07209585552160877,0.012320825275880565,100
1015808,391.51511952,700.0,0.0,0.54,0.54,0.32,0.0,75.3,2.13,0.06740073330431405,0.012671419730024109,100
1024000,389.57407243,700.0,0.0,0.52,0.52,0.27,0.0,83.64,1.91,0.05950882193238471,0.01340213402661075,100
1032192,384.3956855899999,700.0,0.0,0.48,0.48,0.23,0.0,86.56,1.88,0.0629637826476041,0.013388370131483076,100
1040384,391.23319476000006,700.0,0.0,0.48,0.48,0.25,0.0,94.67,1.84,0.06479720624605606,0.013410451533616198,100
1048576,395.5021583199999,700.0,0.0,0.48,0.48,0.25,0.0,95.92,1.8,0.05864758791665937,0.012696249052334265,100
1056768,395.1032609799999,700.0,0.0,0.48,0.48,0.25,0.0,93.79,1.55,0.06214024347530226,0.012812084408220155,100
1064960,394.88038491,700.0,0.0,0.47,0.47,0.23,0.0,99.7,1.44,0.06039226632136148,0.01276252519111494,100
1073152,392.13214812999996,700.0,0.0,0.49,0.49,0.25,0.0,112.99,1.4,0.06112183934011691,0.012156430656597536,100
1081344,393.0979155,700.0,0.0,0.49,0.49,0.25,0.0,109.08,1.33,0.05976013228929406,0.011564807944382105,100
1089536,396.02769881999984,700.0,0.0,0.47,0.47,0.28,0.0,102.62,1.17,0.06398642325947916,0.01116288785807795,100
1097728,396.6728715,700.0,0.0,0.46,0.46,0.31,0.0,87.22,1.17,0.06522505263626452,0.010791188739395037,100
1105920,402.32727351,700.0,0.0,0.46,0.46,0.32,0.0,95.32,1.31,0.06473760175763128,0.011007036288532083,100
1114112,405.0536802300001,700.0,0.0,0.48,0.48,0.33,0.0,92.08,1.46,0.06549977577777871,0.011431966459653657,100
1122304,400.0240496000001,700.0,0.0,0.48,0.48,0.33,0.0,88.49,1.43,0.06834205695277851,0.012169019470380482,100
1130496,402.54563586999996,700.0,0.0,0.49,0.49,0.34,0.0,89.36,1.6,0.07025568466950619,0.011995966392352484,100
1138688,401.32156997,700.0,0.0,0.49,0.49,0.36,0.0,86.11,1.67,0.06845457894516144,0.011918552485095182,100
1146880,409.4395469699999,700.0,0.0,0.48,0.48,0.35,0.0,79.16,1.64,0.0717040515197274,0.01190394332625831,100
1155072,408.73764367,700.0,0.0,0.51,0.51,0.35,0.0,79.68,1.75,0.07353903233301658,0.012077055998229622,100
1163264,402.0006950200001,700.0,0.0,0.54,0.54,0.34,0.0,91.32,1.82,0.07102353645422782,0.012395814266067045,100
1171456,401.7250299100001,700.0,0.0,0.56,0.56,0.33,0.0,89.48,1.87,0.06852273682767657,0.012652476818765414,100
1179648,393.6672089099999,700.0,0.0,0.53,0.53,0.3,0.0,79.89,1.72,0.06755179691845319,0.012131799763832449,100
1187840,390.10339537,700.0,0.0,0.53,0.53,0.29,0.0,84.79,1.73,0.06377209772129831,0.012365703383678811,100
1196032,390.32831955,700.0,0.0,0.55,0.55,0.29,0.0,100.11,1.65,0.0598623890754494,0.01197829576336074,100
1204224,393.3630699099999,700.0,0.0,0.57,0.57,0.28,0.0,108.75,1.76,0.060533215866545406,0.01187031848692327,100
1212416,394.5817177500001,700.0,0.0,0.62,0.62,0.3,0.0,115.06,1.92,0.05979736273564222,0.011883832654305987,100
1220608,391.40605150000005,700.0,0.0,0.62,0.62,0.28,0.0,116.69,1.74,0.056092463761228624,0.01153689992692829,100
1228800,395.43978823000003,700.0,0.0,0.57,0.57,0.26,0.0,111.48,1.59,0.05416258782708144,0.011509951883224692,100
1236992,407.26008565000006,700.0,0.0,0.58,0.58,0.27,0.0,116.83,1.65,0.05177883906736338,0.01084716390494136,100
1245184,409.49272748,700.0,0.0,0.61,0.61,0.32,0.0,129.79,1.75,0.058031590369230494,0.0105180745889848,100
1253376,411.50688069999995,700.0,0.0,0.63,0.63,0.35,0.0,131.23,1.81,0.06045263812484308,0.010270928870223208,100
1261568,423.3139263799999,700.0,0.0,0.65,0.65,0.37,0.0,134.4,1.87,0.061649799662831434,0.010109308466621192,100
1269760,416.5450807399999,700.0,0.0,0.6,0.6,0.35,0.0,105.57,1.79,0.057699316384492084,0.010247596175734118,100
1277952,412.36984531999985,700.0,0.0,0.58,0.58,0.34,0.0,111.48,1.78,0.05588143759475206,0.01054790492033528,100
1286144,414.87749667,700.0,0.0,0.58,0.58,0.33,0.0,102.22,1.67,0.05454152031169244,0.010670534935133782,100
1294336,414.6193613599999,700.0,0.0,0.61,0.61,0.35,0.0,104.94,1.89,0.057191650485096474,0.010712442104965785,100
1302528,402.61090158,700.0,0.0,0.62,0.62,0.38,0.0,100.5,1.83,0.059407907069176466,0.01110991491664073,100
1310720,405.14436292000005,700.0,0.0,0.65,0.65,0.4,0.0,98.05,1.91,0.05813620596331113,0.010705540803063195,100
1318912,405.00591679999997,700.0,0.0,0.65,0.65,0.4,0.0,96.22,1.95,0.061290962942091236,0.01086631479933047,100
1327104,398.24139561,700.0,0.0,0.65,0.65,0.4,0.0,88.78,2.0,0.061238516765773104,0.011158601815171768,100
1335296,405.6630916599999,700.0,0.0,0.65,0.65,0.4,0.0,98.75,2.02,0.061550170757664446,0.011747373205214365,100
1343488,404.92052269999994,700.0,0.0,0.67,0.67,0.39,0.0,115.32,2.03,0.06121615281024113,0.011601736249329671,100
1351680,400.34482823999997,700.0,0.0,0.66,0.66,0.4,0.0,104.99,1.87,0.061228163442514166,0.01198347997539151,100
1359872,393.32999756000004,700.0,0.0,0.63,0.63,0.42,0.0,97.91,1.99,0.06700994899316434,0.01185328617367909,100
1368064,391.67168903000004,700.0,0.0,0.65,0.65,0.41,0.0,115.38,2.04,0.06522083594766323,0.011792166942968849,100
1376256,392.76400332000003,700.0,0.0,0.63,0.63,0.38,0.0,103.62,1.93,0.06310289575886081,0.012217486647147342,100
1384448,394.18047121999996,700.0,0.0,0.58,0.58,0.34,0.0,96.41,1.83,0.05804791272579222,0.012605258783144302,100
1392640,397.8725809999999,700.0,0.0,0.61,0.61,0.34,0.0,101.0,2.01,0.056772528303571095,0.0122806227115473,100
1400832,393.07373835000004,700.0,0.0,0.59,0.59,0.34,0.0,91.07,1.87,0.05656100700009919,0.012024030059864304,100
1409024,393.86744496999995,700.0,0.0,0.58,0.58,0.32,0.0,81.11,1.86,0.0553586111954993,0.011962539018266778,100
1417216,396.1938223599999,700.0,0.0,0.59,0.59,0.34,0.0,88.72,1.97,0.06015348553528301,0.011540021555731464,100
1425408,400.02655199000003,700.0,0.0,0.59,0.59,0.31,0.0,91.5,1.91,0.05806091525299461,0.011605448815272746,100
1433600,406.66750331000003,700.0,0.0,0.58,0.58,0.31,0.0,87.51,1.74,0.054731141141028165,0.011220969695509795,100
1441792,405.8809608,700.0,0.0,0.57,0.57,0.31,0.0,83.76,1.72,0.05478659284363764,0.011289018049342993,100
1449984,408.37242021,700.0,0.0,0.59,0.59,0.3,0.0,90.12,1.83,0.054693768017875524,0.010761624486063109,100
1458176,404.70979828,700.0,0.0,0.6,0.6,0.28,0.0,96.39,1.79,0.05435398160792734,0.010844108462864387,100
1466368,401.55814274999994,700.0,0.0,0.6,0.6,0.27,0.0,95.45,1.75,0.05276463261556461,0.010850286029899776,100
1474560,402.62118824000004,700.0,0.0,0.61,0.61,0.28,0.0,103.92,1.94,0.05244007448126322,0.010702939690419253,100
1482752,406.1823802299999,700.0,0.0,0.66,0.66,0.3,0.0,119.39,2.02,0.053373303198469904,0.01007892834373706,100
1490944,407.56570210000007,700.0,0.0,0.67,0.67,0.31,0.0,108.76,2.13,0.05274602197330343,0.009539519975998908,100
1499136,410.45802029,700.0,0.0,0.69,0.69,0.33,0.0,113.95,2.27,0.05235172989708656,0.00970304254532139,100
1507328,405.60903979,700.0,0.0,0.7,0.7,0.32,0.0,110.63,2.27,0.05148499825918604,0.010072807346026134,100
1515520,405.73944525999997,700.0,0.0,0.67,0.67,0.31,0.0,106.09,2.23,0.049521631003346826,0.010884085956015883,100
1523712,402.5560662599999,700.0,0.0,0.65,0.65,0.33,0.0,98.84,2.09,0.04855343554186611,0.010948728305051322,100
1531904,410.91922105000003,700.0,0.0,0.64,0.64,0.36,0.0,97.09,2.23,0.050565399168008535,0.010801303093617098,100
1540096,411.77979312,700.0,0.0,0.63,0.63,0.38,0.0,92.59,2.19,0.05310009240696165,0.010485226924148529,100
1548288,406.77134803999996,700.0,0.0,0.62,0.62,0.37,0.0,82.63,2.23,0.05158268295942715,0.010209712446544665,100
1556480,412.81740155000006,700.0,0.0,0.59,0.59,0.4,0.0,70.95,2.26,0.054130574619390366,0.010847540256240747,100
1564672,409.27800608999996,700.0,0.0,0.58,0.58,0.39,0.0,62.05,2.37,0.05208605632948215,0.010821802190361086,100
1572864,409.31020247000015,700.0,0.0,0.57,0.57,0.39,0.0,60.83,2.4,0.05386178621078517,0.010808223415609582,100
1581056,416.26230774000004,700.0,0.0,0.59,0.59,0.41,0.0,61.37,2.41,0.05512842213130083,0.010110664221461469,100
1589248,420.1069668399999,700.0,0.0,0.64,0.64,0.45,0.0,69.76,2.68,0.05824896064365385,0.009227969897402244,100
1597440,415.39870615,700.0,0.0,0.65,0.65,0.46,0.0,69.3,2.77,0.05843421055918478,0.009466245825695146,100
1605632,414.5116547700001,700.0,0.0,0.66,0.66,0.45,0.0,67.1,2.54,0.057897278569448145,0.009928450733075099,100
1613824,419.2913919,700.0,0.0,0.66,0.66,0.48,0.0,63.31,2.51,0.0592507096948021,0.010011781358895513,100
1622016,423.4814445100001,700.0,0.0,0.69,0.69,0.5,0.0,63.42,2.78,0.06150410301256673,0.009471602099248246,100
1630208,420.74076317000004,700.0,0.0,0.69,0.69,0.52,0.0,69.2,2.62,0.061400855585135646,0.009755522742774705,100
1638400,423.62526179000014,700.0,0.0,0.74,0.74,0.54,0.0,81.19,2.63,0.06210208234879741,0.0094820383682282,100
1646592,425.90094802,700.0,0.0,0.76,0.76,0.55,0.0,89.08,2.67,0.06254052102780626,0.009475102730201596,100
1654784,425.63940698000005,700.0,0.0,0.75,0.75,0.54,0.0,85.99,2.54,0.062343929269852,0.009787021908579054,100
1662976,430.12773158999994,700.0,0.0,0.75,0.75,0.55,0.0,85.29,2.66,0.06305594685786615,0.009813914395188493,100
1671168,429.37735928,700.0,0.0,0.7,0.7,0.51,0.0,85.07,2.54,0.06132117072227091,0.010005274512722406,100
1679360,415.85980851999994,700.0,0.0,0.66,0.66,0.47,0.0,80.33,2.25,0.058200461566427275,0.011470537389122529,100
1687552,422.67208281,700.0,0.0,0.65,0.65,0.44,0.0,82.89,2.22,0.057053274976103234,0.011550760862072542,100
1695744,421.9890539600001,700.0,0.0,0.64,0.64,0.42,0.0,90.04,2.06,0.055084833689365356,0.011843469634378614,100
1703936,430.50048181,700.0,0.0,0.62,0.62,0.43,0.0,85.19,2.2,0.059634626143893026,0.011450222336839384,100
1712128,420.05695328999997,700.0,0.0,0.58,0.58,0.39,0.0,70.95,2.14,0.056841778727935895,0.012345576366767148,100
1720320,419.22957807000006,700.0,0.0,0.59,0.59,0.39,0.0,64.7,2.13,0.057144497439669074,0.012241136194550003,100
1728512,421.69566884000005,700.0,0.0,0.58,0.58,0.4,0.0,62.29,2.22,0.05836409614041169,0.012105933024193242,100
1736704,421.44381129,700.0,0.0,0.57,0.57,0.42,0.0,53.98,2.19,0.06064474611403353,0.01187403901275825,100
1744896,427.62265786999995,700.0,0.0,0.58,0.58,0.43,0.0,54.05,2.64,0.060223471231846785,0.010497561619626854,100
1753088,430.03062667,700.0,0.0,0.62,0.62,0.46,0.0,62.11,2.88,0.06190360345202024,0.010366104485799022,100
1761280,416.8871535999999,700.0,0.0,0.55,0.55,0.41,0.0,50.05,2.55,0.056601049460403285,0.010573274877368796,100
1769472,408.2699906399999,700.0,0.0,0.56,0.56,0.42,0.0,52.86,2.52,0.05516128723212568,0.0109378806744917,100
1777664,401.9109946499999,700.0,0.0,0.56,0.56,0.43,0.0,57.69,2.55,0.05452231278602561,0.011139821932873804,100
1785856,399.6680279899999,700.0,0.0,0.54,0.54,0.45,0.0,58.71,2.45,0.05402603336145873,0.010484280344201817,100
1794048,396.33616241000004,700.0,0.0,0.59,0.59,0.49,0.0,63.98,2.56,0.05367139583415224,0.010150793366184928,100
